H,resample_min,move_pct,expiry,n_bars_all,n_bars_active,n_bars_quiet,rr25_rmse_carry_all,rr25_rmse_rough_all,bf25_rmse_carry_all,bf25_rmse_rough_all,rr25_rmse_carry_active,rr25_rmse_rough_active,bf25_rmse_carry_active,bf25_rmse_rough_active,rr25_rmse_carry_quiet,rr25_rmse_rough_quiet,bf25_rmse_carry_quiet,bf25_rmse_rough_quiet,verdict
0.03,1,0.2,2025-08-19,762,152,610,0.0003026629896038358,0.0015692560729278762,0.0004729433834075848,0.0007660916053920841,0.000619313785822634,0.0014054543781026503,0.0007264032018046833,0.0006272253994516011,0.00032395254778546783,0.0016324104322523597,0.00042914522915807763,0.0007888828634216329,PASS
0.03,1,0.2,2025-08-20,762,152,610,0.00024098922146846227,0.002397646464208662,0.0005573287595751613,0.0006264306544482379,0.0004098602197951336,0.0026342135994710937,0.0006866043798331439,0.0006479883173877789,0.00023980647020423667,0.0023993281853346175,0.0005589562266418656,0.0006196901633152398,PASS
0.03,1,0.2,2025-08-21,381,76,305,0.00022375706965266874,0.0005766116466432974,0.0005186573128401232,0.0005454747340483036,0.0003249614314112591,0.0006919151639342177,0.0006979638321681132,0.0005586851463211016,0.00024970486379310227,0.0005523582580192082,0.0005083606165114847,0.0005475512939831482,PASS
0.03,1,0.2,ALL,3810,760,3050,,,,,0.000594283022508003,0.002233390287782756,0.0008025941545078667,0.0006754338188687476,0.0003838200836202891,0.00226185259667401,0.000549738841608883,0.0006669826338250311,PASS
0.03,1,0.3,2025-08-14,381,114,267,0.00034537654188183963,0.000637460627991815,0.0007481595453762175,0.0006991280949044261,0.0004876160652007302,0.0006577454817167372,0.0010184442276204972,0.0008052647131114678,0.00038053719830372464,0.0006446811620565584,0.0006460558092244937,0.0006610920278768451,PASS
0.03,1,0.3,2025-08-15,762,228,534,0.0008018652155806655,0.003041563755459778,0.0007041414285520884,0.000678656427207829,0.001002337729979736,0.0025457555643547797,0.0009466335880116383,0.000699920479839866,0.0008244367652516531,0.0027143977478069664,0.0006618650810721405,0.0006636419504936323,PASS
0.03,1,0.3,2025-08-18,762,228,534,0.00030394355862467434,0.005598228109578012,0.0004444569034527543,0.0007052972794994275,0.00047373443610666376,0.005766530048009815,0.00065597090909649,0.0006660974891169869,0.00032800604445354636,0.005512945261938547,0.000455052346102162,0.0007158421776305255,FAIL
0.03,1,0.3,2025-08-19,762,228,534,0.0003026629896038358,0.0015692560729278762,0.0004729433834075848,0.0007660916053920841,0.0005052070882856885,0.0015049753442172233,0.0006975295666753746,0.0006772746162435996,0.0003408518032515794,0.0016125700299118961,0.000415050108692588,0.0007977956379270595,PASS
0.03,1,0.3,2025-08-20,762,228,534,0.00024098922146846227,0.002397646464208662,0.0005573287595751613,0.0006264306544482379,0.00035683279387828073,0.0024181589196716293,0.0006935709107651422,0.0006369636120819299,0.0002520986332783821,0.002414969185587349,0.0005422627222776051,0.0006205277769166313,PASS
0.03,1,0.3,2025-08-21,381,114,267,0.00022375706965266874,0.0005766116466432974,0.0005186573128401232,0.0005454747340483036,0.00026320015363674374,0.0006328865550348171,0.0006748295123808084,0.0005635548359024899,0.00026411134415773327,0.0005530393234233728,0.00048170894385218376,0.0005420343223683375,PASS
0.03,1,0.3,ALL,3810,1140,2670,,,,,0.0005148213778479739,0.0022543419855008333,0.0007811631190916584,0.0006748459577160566,0.0003983402981161031,0.0022421004517874485,0.0005336658352035288,0.0006668223155355052,PASS
0.03,5,0.1,2025-08-14,77,8,69,0.0006590117681883948,0.0007506740644204433,0.0008847208777745075,0.0006765603427328764,,,,,0.0007199787679117161,0.000802247301471106,0.0008235804015285715,0.000697786524421816,SKIP
0.03,5,0.1,2025-08-15,154,16,138,0.0011332295013072701,0.0031311125872013116,0.000898588113350098,0.00068419499439569,0.0021327736069357453,0.002984685089983512,0.0011018184797454858,0.000710288639432901,0.001218975404336703,0.003000068622987948,0.0009065878337960627,0.0006896993601181112,MARGINAL
0.03,5,0.1,2025-08-18,154,16,138,0.0005783435582293949,0.005597521229880092,0.0006412126228597434,0.000686216118238785,0.0017066404882113328,0.0056802190982552575,0.0006813339956209994,0.0007816454085561945,0.0006184290629243288,0.005586762104178296,0.0006281721281112178,0.0006711258505407617,FAIL
0.03,5,0.1,2025-08-19,154,16,138,0.0006277258140763149,0.0016380842074052708,0.0006784630508876263,0.0007661888733392943,0.0022959281355737146,0.0024058802790854665,0.0006185648426883536,0.000666122545635504,0.0006432958267744014,0.0016653981146622443,0.0006751617733936179,0.0007767839218306282,FAIL
0.03,5,0.1,2025-08-20,154,16,138,0.0004167237250152992,0.0024254884069648936,0.0006869797508068738,0.0006375901457312381,0.0014454647687182423,0.0031480390489483237,0.0007711154285353185,0.0006686918441826111,0.00042596904358789827,0.00239511067372457,0.000674318876774481,0.0006451368340644546,MARGINAL
0.03,5,0.1,2025-08-21,77,8,69,0.0003835048819596369,0.000624566228961017,0.000684103554329386,0.0005378654264571882,,,,,0.000391888888832277,0.0006242068856872699,0.0006895759846423861,0.0005540858244669101,SKIP
0.03,5,0.1,ALL,770,80,690,,,,,0.0018952017498597587,0.0035547058790681395,0.0007932081866475393,0.0007066871094518028,0.0006697561657278873,0.002345632283785239,0.0007328994997077228,0.0006724363859071137,MARGINAL
0.03,5,0.2,2025-08-14,77,15,62,0.0006590117681883948,0.0007506740644204433,0.0008847208777745075,0.0006765603427328764,0.0008074834782631515,0.0007654335083936977,0.0011038922634033803,0.0007633687529259724,0.0007376485262948751,0.0008286225117820985,0.0008233543563799415,0.0006777521441267296,MARGINAL
0.03,5,0.2,2025-08-15,154,31,123,0.0011332295013072701,0.0031311125872013116,0.000898588113350098,0.00068419499439569,0.0013497502002700916,0.0028414247676154854,0.0010431181145044634,0.0007751653375385031,0.0012551335155228632,0.002965826914720945,0.0008310666309221649,0.0006622720313087932,MARGINAL
0.03,5,0.2,2025-08-18,154,31,123,0.0005783435582293949,0.005597521229880092,0.0006412126228597434,0.000686216118238785,0.0010963065738066329,0.005232264174776477,0.0006773755799777916,0.0007819281359107981,0.0006604163317880191,0.005425696630161501,0.0006584077999422664,0.0006659346805331424,FAIL
0.03,5,0.2,2025-08-19,154,31,123,0.0006277258140763149,0.0016380842074052708,0.0006784630508876263,0.0007661888733392943,0.001536531739981226,0.001923086195866718,0.0007812415226834073,0.000803993553712738,0.000691813402954434,0.0017111886978574988,0.0006263636011863712,0.000772662178207376,FAIL
0.03,5,0.2,2025-08-20,154,31,123,0.0004167237250152992,0.0024254884069648936,0.0006869797508068738,0.0006375901457312381,0.0007540452388001469,0.003029710353094227,0.000803818326950434,0.0006326580686980965,0.00046439880165989616,0.002372710764903529,0.0006564125750142651,0.000655019563710782,MARGINAL
0.03,5,0.2,2025-08-21,77,15,62,0.0003835048819596369,0.000624566228961017,0.000684103554329386,0.0005378654264571882,0.0007718719333851955,0.0009773082007339614,0.0008891866782696524,0.0007081129324534664,0.0003985909155246612,0.0006168778481609917,0.000624891599141426,0.0005306268968289766,MARGINAL
0.03,5,0.2,ALL,770,154,616,,,,,0.001052664860751074,0.0024615378667467614,0.0008831054142981881,0.0007442044635399291,0.0007013335822907914,0.00232015389459776,0.0007034160937644057,0.0006607112491193,MARGINAL
0.03,5,0.3,2025-08-14,77,23,54,0.0006590117681883948,0.0007506740644204433,0.0008847208777745075,0.0006765603427328764,0.0006740622354666985,0.0008182947872857511,0.0009470570907093931,0.0007556275503623542,0.0008194054320793793,0.000906260850683405,0.0008223204847591886,0.00068735629235811,MARGINAL
0.03,5,0.3,2025-08-15,154,46,108,0.0011332295013072701,0.0031311125872013116,0.000898588113350098,0.00068419499439569,0.0012616272594902997,0.00282573488125267,0.001062117152782548,0.0007545124532238145,0.0012894497593947541,0.0028591796149453983,0.0007923191028083903,0.000673567596598439,MARGINAL
0.03,5,0.3,2025-08-18,154,46,108,0.0005783435582293949,0.005597521229880092,0.0006412126228597434,0.000686216118238785,0.0008427807710466623,0.005254863520340288,0.0007741306629281163,0.0006561144428689008,0.0006992385950910136,0.005300744060370204,0.0006603750196529096,0.0006925031490247716,PASS
0.03,5,0.3,2025-08-19,154,46,108,0.0006277258140763149,0.0016380842074052708,0.0006784630508876263,0.0007661888733392943,0.0012122421117014641,0.0017269375099290612,0.0009156636629320955,0.000684156517442578,0.0005681865693120435,0.001698894717990509,0.0005877544690685592,0.0008052261760555537,PASS
0.03,5,0.3,2025-08-20,154,46,108,0.0004167237250152992,0.0024254884069648936,0.0006869797508068738,0.0006375901457312381,0.0006761247434675719,0.0026322042667474097,0.0008228536555227497,0.00058450107238775,0.00047295971169929136,0.0023621311720659977,0.0006663408823622891,0.0006778450340918218,PASS
0.03,5,0.3,2025-08-21,77,23,54,0.0003835048819596369,0.000624566228961017,0.000684103554329386,0.0005378654264571882,0.0005434546013989602,0.0007964482207324656,0.0008856627553179157,0.0006235324106620973,0.0004420859298115707,0.00064559450848333,0.000598401096634741,0.0005362469966906589,MARGINAL
0.03,5,0.3,ALL,770,230,540,,,,,0.0008683819537619427,0.0023424138643812742,0.0009012474966988031,0.0006764074078245826,0.0007152209995646754,0.0022954674874231403,0.0006879185092143462,0.0006787908741365591,MARGINAL
0.03,15,0.1,2025-08-14,26,3,23,0.000858484358718291,0.0008237826351743478,0.0007447045437293982,0.0007595141371306624,,,,,0.0009474619338843336,0.0008517674174149791,0.0008204301362632536,0.0008899257741521244,SKIP
0.03,15,0.1,2025-08-15,52,5,47,0.0013756287627138314,0.003066671545229112,0.0009415400164222255,0.0007255181126669796,,,,,0.001544452420404999,0.0031485367133833922,0.0009778817460466508,0.0006921048694290671,SKIP
0.03,15,0.1,2025-08-18,52,5,47,0.0009059603309686734,0.0055633117251933945,0.000635356794212473,0.0006857720477845414,,,,,0.0008909163521724333,0.005505690183381645,0.000671675230537172,0.0006764228767240048,SKIP
0.03,15,0.1,2025-08-19,52,5,47,0.0010490082187067237,0.0017362297336220892,0.0007291850688328756,0.0007848881169394573,,,,,0.0007231159171218115,0.0016851843751977868,0.0007379653488936746,0.0008017551417583158,SKIP
0.03,15,0.1,2025-08-20,52,5,47,0.0007086180769484911,0.002559320335823629,0.0007044928055398876,0.0006177217890659447,,,,,0.00064587701543816,0.0025611490944687627,0.0006781372172497799,0.00060459205673189,SKIP
0.03,15,0.1,2025-08-21,26,3,23,0.0005683872943013542,0.0007095915293710227,0.0007758893904093348,0.0005805265118127302,,,,,0.0005645863266879856,0.0006921214257369917,0.0008174276701543008,0.0005745721901383113,SKIP
0.03,15,0.1,ALL,260,26,234,,,,,,,,,0.0008860683276182873,0.0024074082015972595,0.0007839195581908052,0.0007065621514889521,SKIP
0.03,15,0.2,2025-08-14,26,5,21,0.000858484358718291,0.0008237826351743478,0.0007447045437293982,0.0007595141371306624,,,,,0.001040093012774745,0.0009301559430033762,0.0008546683960139346,0.000909559585015169,SKIP
0.03,15,0.2,2025-08-15,52,10,42,0.0013756287627138314,0.003066671545229112,0.0009415400164222255,0.0007255181126669796,,,,,0.001540972460462109,0.003067901683586496,0.0008406893801549194,0.0007096223765536164,SKIP
0.03,15,0.2,2025-08-18,52,10,42,0.0009059603309686734,0.0055633117251933945,0.000635356794212473,0.0006857720477845414,,,,,0.000933310850150608,0.005466113729146802,0.0006395116390517409,0.000655084077748434,SKIP
0.03,15,0.2,2025-08-19,52,10,42,0.0010490082187067237,0.0017362297336220892,0.0007291850688328756,0.0007848881169394573,,,,,0.0008229786375169574,0.0018204753380098786,0.0007022214690300181,0.0007824784110101501,SKIP
0.03,15,0.2,2025-08-20,52,10,42,0.0007086180769484911,0.002559320335823629,0.0007044928055398876,0.0006177217890659447,,,,,0.0006644800329682649,0.00248827310253893,0.0007010443877574009,0.000620426214907262,SKIP
0.03,15,0.2,2025-08-21,26,5,21,0.0005683872943013542,0.0007095915293710227,0.0007758893904093348,0.0005805265118127302,,,,,0.0005704038242304377,0.000728887706328543,0.0007534634600744534,0.0005988010697119667,SKIP
0.03,15,0.2,ALL,260,50,210,,,,,,,,,0.0009287064696838536,0.0024169679171023375,0.0007485997886804112,0.000712661955824433,SKIP
0.03,15,0.3,2025-08-14,26,8,18,0.000858484358718291,0.0008237826351743478,0.0007447045437293982,0.0007595141371306624,,,,,0.0012136374772661036,0.0009231126724510023,0.0009564088268954259,0.00099794223134643,SKIP
0.03,15,0.3,2025-08-15,52,15,37,0.0013756287627138314,0.003066671545229112,0.0009415400164222255,0.0007255181126669796,0.0015335041932599241,0.00305163758845235,0.001057505865349824,0.0008341982305906104,0.0014527406834628697,0.0031532095640261163,0.0008060242334317501,0.0006622708226737258,MARGINAL
0.03,15,0.3,2025-08-18,52,15,37,0.0009059603309686734,0.0055633117251933945,0.000635356794212473,0.0006857720477845414,0.0018716824741419108,0.005106283972259444,0.0008590724307689527,0.0008321634934491507,0.0009202529243240125,0.005513987121539899,0.0006549087404845467,0.0006602814304057554,PASS
0.03,15,0.3,2025-08-19,52,15,37,0.0010490082187067237,0.0017362297336220892,0.0007291850688328756,0.0007848881169394573,0.0020320353322523855,0.001996670949422338,0.0007716639390840263,0.0007116836640828093,0.0008737749675937877,0.0018636731937174576,0.0006497459667586155,0.0007712442038364243,PASS
0.03,15,0.3,2025-08-20,52,15,37,0.0007086180769484911,0.002559320335823629,0.0007044928055398876,0.0006177217890659447,0.0009768478806238276,0.002949556634068081,0.0008949415152571642,0.0006631026776533001,0.0007912409186575233,0.0024899090934837375,0.0006741582543116047,0.000610944230626358,MARGINAL
0.03,15,0.3,2025-08-21,26,8,18,0.0005683872943013542,0.0007095915293710227,0.0007758893904093348,0.0005805265118127302,,,,,0.0006056057183300513,0.0007779460388980687,0.0007704290266588875,0.0005709582846672159,SKIP
0.03,15,0.3,ALL,260,76,184,,,,,0.001603517470069512,0.003276037286050553,0.0008957959376149917,0.0007602870164439676,0.0009762087816057247,0.00245363961401938,0.0007519458414234717,0.0007122735339259848,MARGINAL
0.03,30,0.1,2025-08-15,26,3,23,0.0014236082135573008,0.0031904585585529233,0.0008248468492229881,0.0007090948773021157,,,,,0.0017132335306145332,0.0032438508612205865,0.0008356220903132952,0.0006201048772072874,SKIP
0.03,30,0.1,2025-08-18,26,3,23,0.0012463670824196201,0.005565505802568533,0.0007248834798009256,0.0007641456347866928,,,,,0.001261387187099293,0.005589627921764172,0.0007598295381310431,0.0007667297371144001,SKIP
0.03,30,0.1,2025-08-19,26,3,23,0.00113911266167301,0.0017959180016079597,0.0007981226920966765,0.0008336197224404085,,,,,0.0011297142045319389,0.0017616790279572127,0.000816087958809406,0.0009314750305266467,SKIP
0.03,30,0.1,2025-08-20,26,3,23,0.0009588927185127142,0.0026572461288742423,0.000649438216222551,0.0005743166999362261,,,,,0.001182412338493414,0.0026778785139427333,0.0006164234220905804,0.0005954104074001844,SKIP
0.03,30,0.1,ALL,104,12,92,,,,,,,,,0.0013216868151847948,0.0033182590812211765,0.0007569907523360812,0.0007284300130621297,SKIP
0.03,30,0.2,2025-08-15,26,5,21,0.0014236082135573008,0.0031904585585529233,0.0008248468492229881,0.0007090948773021157,,,,,0.001818263849880267,0.003202773319541862,0.0008450539845955206,0.000621854947084388,SKIP
0.03,30,0.2,2025-08-18,26,5,21,0.0012463670824196201,0.005565505802568533,0.0007248834798009256,0.0007641456347866928,,,,,0.001368907363146953,0.005375422784743112,0.0006582787582877398,0.0007224356744407929,SKIP
0.03,30,0.2,2025-08-19,26,5,21,0.00113911266167301,0.0017959180016079597,0.0007981226920966765,0.0008336197224404085,,,,,0.001204024294959282,0.0018732404913134218,0.0008048999163636324,0.0009314414845417395,SKIP
0.03,30,0.2,2025-08-20,26,5,21,0.0009588927185127142,0.0026572461288742423,0.000649438216222551,0.0005743166999362261,,,,,0.0012328748455720509,0.002729355443086968,0.0006140128495455661,0.0006052667055412686,SKIP
0.03,30,0.2,ALL,104,20,84,,,,,,,,,0.0014060175883896383,0.003295198009671341,0.0007305613771981147,0.0007202497029020472,SKIP
0.03,30,0.3,2025-08-15,26,8,18,0.0014236082135573008,0.0031904585585529233,0.0008248468492229881,0.0007090948773021157,,,,,0.0022514627139215916,0.00340755276990812,0.0008130597340079384,0.0006119966699963888,SKIP
0.03,30,0.3,2025-08-18,26,8,18,0.0012463670824196201,0.005565505802568533,0.0007248834798009256,0.0007641456347866928,,,,,0.0014716547879424881,0.005360183375121482,0.0005603140589739,0.0006948437625320153,SKIP
0.03,30,0.3,2025-08-19,26,8,18,0.00113911266167301,0.0017959180016079597,0.0007981226920966765,0.0008336197224404085,,,,,0.0012555384637626067,0.0018797606985971008,0.0007076533451438584,0.0009052476321598721,SKIP
0.03,30,0.3,2025-08-20,26,8,18,0.0009588927185127142,0.0026572461288742423,0.000649438216222551,0.0005743166999362261,,,,,0.0016369537726863344,0.0029192035411318763,0.0005793457509419425,0.0006354465595602696,SKIP
0.03,30,0.3,ALL,104,32,72,,,,,,,,,0.0016539024345782552,0.0033916750961896446,0.0006650932222669098,0.0007118836560621365,SKIP
0.05,1,0.1,2025-08-14,381,38,343,0.00034537654188183963,0.0006374606279918154,0.0007481595453762175,0.0006991280949044263,0.000679321560548947,0.000824503749430791,0.000953158558549842,0.0007789950476436537,0.0003579388583466469,0.0006361506463573948,0.0007242123603113806,0.0006873972897079498,MARGINAL
0.05,1,0.1,2025-08-15,762,76,686,0.0008018652155806655,0.002980006120997216,0.0007041414285520884,0.000681095518165875,0.0011842793297438198,0.0020741707715137485,0.0009490097799584794,0.0007118021123214829,0.0008042357117894393,0.0028423147084090357,0.0006927055851641332,0.0006833620900799968,MARGINAL
0.05,1,0.1,2025-08-18,762,76,686,0.00030394355862467434,0.0054160853346236605,0.0004444569034527543,0.0006908200093062122,0.0008211526199630416,0.00556046977318244,0.0007455942536899306,0.000648287684849225,0.00029867656390858866,0.005403942970093916,0.00044516781313872725,0.0006946439100797452,PASS
0.05,1,0.1,2025-08-19,762,76,686,0.0003026629896038358,0.0015309446418384001,0.0004729433834075848,0.0007698337149741735,0.0009242469943433662,0.0014812996803986072,0.0007439635744166452,0.0006413831855903566,0.0003063477493553852,0.0015606259579291765,0.00044758302786450263,0.0007788010417430609,PASS
0.05,1,0.1,2025-08-20,762,76,686,0.00024098922146846227,0.0023513369952894905,0.0005573287595751613,0.0006274625352259585,0.0005193484705500168,0.0027518130958065485,0.0007875522833224171,0.0006300735684018643,0.000247068738291662,0.002335460768722679,0.0005528287677590856,0.0006211651241626482,PASS
0.05,1,0.1,2025-08-21,381,38,343,0.00022375706965266874,0.0005766116466432973,0.0005186573128401232,0.0005454747340483035,0.00039229472176802036,0.0007395120512276121,0.0006326240575291696,0.0005556569091580565,0.00023948078338408073,0.0005650368681354687,0.0005211963457743167,0.0005546357374079256,PASS
0.05,1,0.1,ALL,3810,380,3430,,,,,0.0007534406161528685,0.0022386281869266247,0.000801983751244414,0.0006610330846607732,0.00037562473417930044,0.0022239219866079453,0.0005639489833353576,0.0006700008655302212,PASS
0.05,1,0.2,2025-08-14,381,76,305,0.00034537654188183963,0.0006374606279918154,0.0007481595453762175,0.0006991280949044263,0.0005966107154352983,0.000696179341834488,0.0010073043943767653,0.0008342213169945778,0.0003493751468195079,0.0006306291974446651,0.0006691343737814958,0.0006683624633040573,MARGINAL
0.05,1,0.2,2025-08-15,762,152,610,0.0008018652155806655,0.002980006120997216,0.0007041414285520884,0.000681095518165875,0.0010316818925058067,0.0022524547603074876,0.0010134150099978454,0.0007125163261344665,0.0008311587033541311,0.0027599913288401403,0.0006813849911506073,0.0006725052883193239,MARGINAL
0.05,1,0.2,2025-08-18,762,152,610,0.00030394355862467434,0.0054160853346236605,0.0004444569034527543,0.0006908200093062122,0.0005832700900778864,0.005505309702080169,0.0006838741088666486,0.0006579607157887942,0.00030892276976528894,0.00536176930581293,0.0004514516124097665,0.0006930165098599024,PASS
0.05,1,0.2,2025-08-19,762,152,610,0.0003026629896038358,0.0015309446418384001,0.0004729433834075848,0.0007698337149741735,0.000619313785822634,0.0013784711355683166,0.0007264032018046833,0.0006301392028455157,0.00032395254778546783,0.001591126003428433,0.00042914522915807763,0.000792831113438145,PASS
0.05,1,0.2,2025-08-20,762,152,610,0.00024098922146846227,0.0023513369952894905,0.0005573287595751613,0.0006274625352259585,0.0004098602197951336,0.002588477173985705,0.0006866043798331439,0.0006509301545683732,0.00023980647020423667,0.0023527133169060307,0.0005589562266418656,0.0006201061656647089,PASS
0.05,1,0.2,2025-08-21,381,76,305,0.00022375706965266874,0.0005766116466432973,0.0005186573128401232,0.0005454747340483035,0.0003249614314112591,0.0006919151639342168,0.0006979638321681132,0.0005586851463211015,0.00024970486379310227,0.0005523582580192084,0.0005083606165114847,0.0005475512939831482,PASS
0.05,1,0.2,ALL,3810,760,3050,,,,,0.000594283022508003,0.002185467879618397,0.0008025941545078667,0.0006740754771088048,0.0003838200836202891,0.002208097901741901,0.000549738841608883,0.0006657288057615476,PASS
0.05,1,0.3,2025-08-14,381,114,267,0.00034537654188183963,0.0006374606279918154,0.0007481595453762175,0.0006991280949044263,0.0004876160652007302,0.000657745481716737,0.0010184442276204972,0.0008052647131114679,0.00038053719830372464,0.0006446811620565587,0.0006460558092244937,0.000661092027876845,PASS
0.05,1,0.3,2025-08-15,762,228,534,0.0008018652155806655,0.002980006120997216,0.0007041414285520884,0.000681095518165875,0.001002337729979736,0.002503370839179166,0.0009466335880116383,0.0007008049261595498,0.0008244367652516531,0.002663046206164427,0.0006618650810721405,0.0006662171602264441,PASS
0.05,1,0.3,2025-08-18,762,228,534,0.00030394355862467434,0.0054160853346236605,0.0004444569034527543,0.0006908200093062122,0.00047373443610666376,0.005584905234314018,0.00065597090909649,0.0006517660219402566,0.00032800604445354636,0.0053323244487353556,0.000455052346102162,0.0007005549753967777,PASS
0.05,1,0.3,2025-08-19,762,228,534,0.0003026629896038358,0.0015309446418384001,0.0004729433834075848,0.0007698337149741735,0.0005052070882856885,0.0014734944779230491,0.0006975295666753746,0.0006806150345717524,0.0003408518032515794,0.001570891869906766,0.000415050108692588,0.0008018000932362919,PASS
0.05,1,0.3,2025-08-20,762,228,534,0.00024098922146846227,0.0023513369952894905,0.0005573287595751613,0.0006274625352259585,0.00035683279387828073,0.002372892951906877,0.0006935709107651422,0.0006390584581208739,0.0002520986332783821,0.002368375814026849,0.0005422627222776051,0.0006207555807376785,PASS
0.05,1,0.3,2025-08-21,381,114,267,0.00022375706965266874,0.0005766116466432973,0.0005186573128401232,0.0005454747340483035,0.00026320015363674374,0.0006328865550348161,0.0006748295123808084,0.0005635548359024898,0.00026411134415773327,0.0005530393234233729,0.00048170894385218376,0.0005420343223683375,PASS
0.05,1,0.3,ALL,3810,1140,2670,,,,,0.0005148213778479739,0.0022042159233457773,0.0007811631190916584,0.0006735106649677318,0.0003983402981161031,0.002188726470718888,0.0005336658352035288,0.0006654090266403958,PASS
0.05,5,0.1,2025-08-14,77,8,69,0.0006590117681883948,0.0007506740644204433,0.0008847208777745075,0.0006765603427328764,,,,,0.0007199787679117161,0.0008022473014711055,0.0008235804015285715,0.0006977865244218159,SKIP
0.05,5,0.1,2025-08-15,154,16,138,0.0011332295013072701,0.0030707799435947983,0.000898588113350098,0.0006867505384417845,0.0021327736069357453,0.0029597595746624237,0.0011018184797454858,0.0007098231173784324,0.001218975404336703,0.002944171024918089,0.0009065878337960627,0.0006927111150924927,MARGINAL
0.05,5,0.1,2025-08-18,154,16,138,0.0005783435582293949,0.005416261623089186,0.0006412126228597434,0.0006698189902526098,0.0017066404882113328,0.005506867246568907,0.0006813339956209994,0.0007682750941732747,0.0006184290629243288,0.005406164440845515,0.0006281721281112178,0.000656522037825574,FAIL
0.05,5,0.1,2025-08-19,154,16,138,0.0006277258140763149,0.001602955380736699,0.0006784630508876263,0.0007700866442452435,0.0022959281355737146,0.002385575322995334,0.0006185648426883536,0.0006678355193187075,0.0006432958267744014,0.001629234622857994,0.0006751617733936179,0.000780429816654147,FAIL
0.05,5,0.1,2025-08-20,154,16,138,0.0004167237250152992,0.002379492761883795,0.0006869797508068738,0.0006382369391106036,0.0014454647687182423,0.003110568766566789,0.0007711154285353185,0.0006720655245155031,0.00042596904358789827,0.0023497099634644234,0.000674318876774481,0.0006454454924886744,MARGINAL
0.05,5,0.1,2025-08-21,77,8,69,0.0003835048819596369,0.0006245662289610169,0.000684103554329386,0.0005378654264571882,,,,,0.000391888888832277,0.0006242068856872697,0.0006895759846423861,0.00055408582446691,SKIP
