H,resample_min,move_pct,series_id,expiry,n_bars_all,n_bars_active,n_bars_quiet,rr25_rmse_carry_all,rr25_rmse_rough_all,bf25_rmse_carry_all,bf25_rmse_rough_all,rr25_rmse_carry_active,rr25_rmse_rough_active,bf25_rmse_carry_active,bf25_rmse_rough_active,rr25_rmse_carry_quiet,rr25_rmse_rough_quiet,bf25_rmse_carry_quiet,bf25_rmse_rough_quiet,verdict
0.05,5,0.3,mid,mid,6590,1977,4613,0.0008403039315417194,0.006097526166819113,0.0005589159514344036,0.0026591511851355052,0.0014394589753295756,0.006620660933368197,0.0007130785833576129,0.0036067590212326096,0.0003472529011837041,0.005858991528667864,0.0004778373385655468,0.002127401367643305,FAIL
0.05,5,0.3,ALL,ALL,13180,3954,9226,,,,,0.001625770606683629,0.007479724211041183,0.0017325680785124683,0.00395875529999778,0.0005076225457361903,0.005830681552545196,0.0009010021293510555,0.002701464869358542,FAIL
0.05,15,0.1,front,front,2218,222,1996,0.0018378289655087343,0.006756995893973411,0.0022920539250333126,0.0035544673583527385,0.004972961013128785,0.01071101513904668,0.0039114332393676175,0.005011736534093807,0.0010007609584837018,0.006162072404528042,0.0020336255391740707,0.00335337486889261,FAIL
0.05,15,0.1,mid,mid,2218,222,1996,0.0014642863752958267,0.006163004997679457,0.0005794298315933834,0.002630061276520497,0.004067006163241984,0.00799399512139518,0.0007492944713347814,0.004452584298286595,0.000736293874624466,0.005924369338903239,0.0005573356946929038,0.0023411133461304144,FAIL
0.05,15,0.1,ALL,ALL,4436,444,3992,,,,,0.004519983588185384,0.00935250513022093,0.0023303638553511994,0.004732160416190201,0.0008685274165540839,0.006043220871715641,0.0012954806169334873,0.0028472441075115124,FAIL
0.05,15,0.2,front,front,2218,444,1774,0.0018378289655087343,0.006756995893973411,0.0022920539250333126,0.0035544673583527385,0.00370397034933895,0.009033525200133567,0.0036193648148441383,0.004456369672604261,0.000887578362743661,0.006054328307069658,0.0018134551289019918,0.003290126719426239,FAIL
0.05,15,0.2,mid,mid,2218,444,1774,0.0014642863752958267,0.006163004997679457,0.0005794298315933834,0.002630061276520497,0.0030158190926412786,0.007043026485048659,0.0006269847651249063,0.003935866925701363,0.0006351666459299511,0.00592218850288155,0.0005668967451420198,0.0021840647777940218,FAIL
0.05,15,0.2,ALL,ALL,4436,888,3548,,,,,0.0033598947209901144,0.008038275842591112,0.0021231747899845225,0.004196118299152812,0.000761372504336806,0.005988258404975604,0.001190175937022006,0.0027370957486101306,FAIL
0.05,15,0.3,front,front,2218,665,1553,0.0018378289655087343,0.006756995893973411,0.0022920539250333126,0.0035544673583527385,0.003134287822213729,0.008335558084863985,0.0033231454509179245,0.004159028130720977,0.0007845859737140062,0.005953878690322565,0.0016651450138472257,0.003261306524521803,FAIL
0.05,15,0.3,mid,mid,2218,665,1553,0.0014642863752958267,0.006163004997679457,0.0005794298315933834,0.002630061276520497,0.002525783964696362,0.006759251462335986,0.0006192574162675734,0.0035959974049444916,0.0005738741782096384,0.005889079839426507,0.0005615006443747029,0.002083352591971725,FAIL
