H,resample_min,move_pct,series_id,expiry,n_bars_all,n_bars_active,n_bars_quiet,rr25_rmse_carry_all,rr25_rmse_rough_all,bf25_rmse_carry_all,bf25_rmse_rough_all,rr25_rmse_carry_active,rr25_rmse_rough_active,bf25_rmse_carry_active,bf25_rmse_rough_active,rr25_rmse_carry_quiet,rr25_rmse_rough_quiet,bf25_rmse_carry_quiet,bf25_rmse_rough_quiet,verdict
0.03,120,0.3,mid,mid,331,99,232,0.003974077433974625,0.006716621804977591,0.0007320008641900138,0.0026979847660284426,0.007263747454178377,0.008217338294248375,0.0008417870486810452,0.002552041998004297,0.0041363077241728715,0.006341790122077979,0.0007440579278558441,0.002466739555639901,FAIL
0.03,120,0.3,ALL,ALL,662,198,464,,,,,0.007608535209828611,0.008865687656669542,0.0022635405143538543,0.002907644372785942,0.004490255894513689,0.006719607992263728,0.0017932831845959187,0.0028390119755207993,FAIL
0.03,390,0.1,front,front,169,17,152,0.006142941473789413,0.008260819573206249,0.003227692194386201,0.0034656096349343327,0.01568461314147278,0.014301211398956971,0.0031527587633698798,0.004804167912514282,0.006476145915825928,0.00844950703633853,0.0029921695976503505,0.0033272220298340713,PASS
0.03,390,0.1,mid,mid,169,17,152,0.005298506186967452,0.007048995812795091,0.0008841326488176679,0.002926425677894229,0.0144923472354713,0.013370281942029673,0.0008337766862562937,0.002875331205320596,0.005654784868012323,0.007126356327473069,0.0009115042686081897,0.002821079187795021,PASS
0.03,390,0.1,ALL,ALL,338,34,304,,,,,0.015088480188472041,0.013835746670493322,0.0019932677248130867,0.003839749558917439,0.0060654653919191255,0.007787931681905799,0.00195183693312927,0.003074150608814546,PASS
0.03,390,0.2,front,front,169,34,135,0.006142941473789413,0.008260819573206249,0.003227692194386201,0.0034656096349343327,0.01526907711255514,0.013140187697567954,0.0035800851295705468,0.003830163240509104,0.0070198112960470245,0.00874894209078286,0.0030688184501470816,0.0033184837867884266,PASS
0.03,390,0.2,mid,mid,169,34,135,0.005298506186967452,0.007048995812795091,0.0008841326488176679,0.002926425677894229,0.013041214460286896,0.011276394847141531,0.0009202160089899018,0.0026775782458767342,0.006063240894859887,0.007144913603780505,0.0009048186974860257,0.0028521832188307637,PASS
0.03,390,0.2,ALL,ALL,338,68,270,,,,,0.014155145786421018,0.012208291272354743,0.0022501505692802243,0.0032538707431929194,0.006541526095453456,0.007946927847281682,0.0019868185738165537,0.003085333502809595,PASS
0.03,390,0.3,front,front,169,51,118,0.006142941473789413,0.008260819573206249,0.003227692194386201,0.0034656096349343327,0.011272047337771818,0.01116478326712025,0.00386753432904817,0.0035293990105217457,0.0078019275258909065,0.008951113936723723,0.0027355913009693973,0.0033078369499751105,PASS
0.03,390,0.3,mid,mid,169,51,118,0.005298506186967452,0.007048995812795091,0.0008841326488176679,0.002926425677894229,0.009736317445763962,0.00915827789287068,0.0008763684607787378,0.002639824080017511,0.0065912636284558,0.007370603804657718,0.0009220793412282372,0.0027624993312359313,PASS
0.03,390,0.3,ALL,ALL,338,102,236,,,,,0.01050418239176789,0.010161530579995465,0.002371951394913454,0.003084611545269628,0.0071965955771733535,0.008160858870690721,0.0018288353210988172,0.0030351681406055207,PASS
0.05,1,0.1,front,front,32558,3256,29302,0.0008002284707449096,0.00663815023258099,0.0014270973953352038,0.003648875754045397,0.002121331863838569,0.008179992914155589,0.0027186497080850646,0.003505108110508017,0.0006831329107785103,0.006259639969791823,0.0013370756641800392,0.003490274577517296,FAIL
0.05,1,0.1,mid,mid,32558,3256,29302,0.0005070159861209895,0.006073241515588126,0.0005385810469372615,0.00267201797196865,0.0013998593832357728,0.007064213776644647,0.0009502714727595808,0.002898836942795099,0.0004699854511165514,0.005829411260647946,0.00048751962722949133,0.002423935049820357,FAIL
0.05,1,0.1,ALL,ALL,65116,6512,58604,,,,,0.001760595623537171,0.007622103345400118,0.0018344605904223226,0.0032019725266515583,0.0005765591809475309,0.006044525615219885,0.0009122976457047652,0.0029571048136688262,FAIL
0.05,1,0.2,front,front,32558,6512,26046,0.0008002284707449096,0.00663815023258099,0.0014270973953352038,0.003648875754045397,0.001569115502566701,0.007781544423331453,0.0022998985391368717,0.0035570642985447757,0.0006929596701020825,0.006092299745694456,0.0013348737874580199,0.003435909233046424,FAIL
0.05,1,0.2,mid,mid,32558,6512,26046,0.0005070159861209895,0.006073241515588126,0.0005385810469372615,0.00267201797196865,0.0010088294023383796,0.0068174597585474285,0.0008242025159279681,0.0028922725828323553,0.0005006727675152204,0.005723024757802711,0.00048496894498026755,0.0023167934442713113,FAIL
0.05,1,0.2,ALL,ALL,65116,13024,52092,,,,,0.0012889724524525403,0.007299502090939441,0.0015620505275324198,0.0032246684406885655,0.0005968162188086514,0.005907662251748583,0.0009099213662191437,0.0028763513386588675,FAIL
0.05,1,0.3,front,front,32558,9767,22791,0.0008002284707449096,0.00663815023258099,0.0014270973953352038,0.003648875754045397,0.0013071417391958449,0.007453365599225681,0.0020598202394524886,0.003579805768427304,0.0007217491375150997,0.006001941714946533,0.0013478349687319213,0.003416202311641173,FAIL
0.05,1,0.3,mid,mid,32558,9767,22791,0.0005070159861209895,0.006073241515588126,0.0005385810469372615,0.00267201797196865,0.0008393360942189122,0.006659817705898076,0.0007752342755406885,0.0028924448818247886,0.0005398421480530088,0.005640725531121632,0.00047489987828730636,0.0022625633959328334,FAIL
0.05,1,0.3,ALL,ALL,65116,19534,45582,,,,,0.0010732389167073786,0.007056591652561879,0.0014175272574965885,0.003236125325126046,0.0006307956427840542,0.005821333623034082,0.0009113674235096138,0.0028393828537870034,FAIL
0.05,5,0.1,front,front,6590,659,5931,0.001139109870451985,0.006665546283036737,0.0018707762813186953,0.0036173874000238024,0.003329303226574671,0.008594962267545508,0.0033914129497112917,0.0034177059864002666,0.001264493695356359,0.00631045065477861,0.001746399475448936,0.0034861259559540946,FAIL
0.05,5,0.1,mid,mid,6590,659,5931,0.0008403039315417194,0.006097526166819113,0.0005589159514344036,0.0026591511851355052,0.002701367266487296,0.007165972065540443,0.0007096600798456211,0.002801192801936259,0.0009359596868601339,0.005887133495388227,0.0005541130514447414,0.0024368451513633385,FAIL
0.05,5,0.1,ALL,ALL,13180,1318,11862,,,,,0.003015335246530983,0.007880467166542976,0.0020505365147784563,0.0031094493941682625,0.0011002266911082465,0.006098792075083419,0.0011502562634468387,0.0029614855536587168,FAIL
0.05,5,0.2,front,front,6590,1318,5272,0.001139109870451985,0.006665546283036737,0.0018707762813186953,0.0036173874000238024,0.00241791776880437,0.00795629002957492,0.002999150195420318,0.003536948220843348,0.001223442263076414,0.006129884574128853,0.0017142605901494603,0.003416555118741181,FAIL
0.05,5,0.2,mid,mid,6590,1318,5272,0.0008403039315417194,0.006097526166819113,0.0005589159514344036,0.0026591511851355052,0.0018995742562081192,0.006713782732216558,0.000676081824647023,0.0028038979725338747,0.0009571881148041355,0.005820616813081096,0.0005438531435508024,0.0023269894783421114,FAIL
0.05,5,0.2,ALL,ALL,13180,2636,10544,,,,,0.0021587460125062448,0.007335036380895739,0.0018376160100336703,0.0031704230966886114,0.0010903151889402748,0.005975250693604975,0.0011290568668501314,0.002871772298541646,FAIL
0.05,5,0.3,front,front,6590,1977,4613,0.001139109870451985,0.006665546283036737,0.0018707762813186953,0.0036173874000238024,0.001941798005026321,0.0075472387639012595,0.0027506565072966606,0.0035272490689421307,0.0013212719289516124,0.006011369010961434,0.001734816792245452,0.003420287035164862,FAIL
0.05,5,0.3,mid,mid,6590,1977,4613,0.0008403039315417194,0.006097526166819113,0.0005589159514344036,0.0026591511851355052,0.0015102523696400244,0.0066081404997513585,0.0006870026960693608,0.0028556844138774053,0.0010342384498504718,0.005723984720280838,0.0005270553499987091,0.0022584219494244185,FAIL
0.05,5,0.3,ALL,ALL,13180,3954,9226,,,,,0.0017260251873331728,0.007077689631826309,0.0017188296016830108,0.0031914667414097682,0.001177755189401042,0.005867676865621136,0.0011309360711220806,0.0028393544922946405,FAIL
0.05,15,0.1,front,front,2218,222,1996,0.0018378289655087343,0.006756995893973411,0.0022920539250333126,0.0035544673583527385,0.005625534203188367,0.009010332324921643,0.0036696638699184447,0.0033367521862402243,0.0020847285259801784,0.006440462679858814,0.002104989796925342,0.0034331571294041628,PASS
0.05,15,0.1,mid,mid,2218,222,1996,0.0014642863752958267,0.006163004997679457,0.0005794298315933834,0.002630061276520497,0.004569177969434919,0.007503104987888241,0.0007284027076743491,0.0027207001992146924,0.0016940687013186032,0.005995345021056088,0.0005742966364205625,0.0023940438419474213,FAIL
0.05,15,0.1,ALL,ALL,4436,444,3992,,,,,0.005097356086311643,0.008256718656404942,0.002199033288796397,0.0030287261927274584,0.0018893986136493909,0.006217903850457451,0.0013396432166729523,0.002913600485675792,FAIL
0.05,15,0.2,front,front,2218,444,1774,0.0018378289655087343,0.006756995893973411,0.0022920539250333126,0.0035544673583527385,0.0040746249733810014,0.007990521102288912,0.003525734555578502,0.0033298626696327354,0.002154153622734374,0.00643498225119521,0.0021059508293505744,0.0034037025623264564,PASS
0.05,15,0.2,mid,mid,2218,444,1774,0.0014642863752958267,0.006163004997679457,0.0005794298315933834,0.002630061276520497,0.003328019313439435,0.006906365476378052,0.0006501315201045112,0.0027298139663908486,0.001750220422218381,0.0059192929583630404,0.0005815749286739312,0.002294346420097762,FAIL
0.05,15,0.2,ALL,ALL,4436,888,3548,,,,,0.0037013221434102185,0.0074484432893334816,0.0020879330378415066,0.0030298383180117922,0.0019521870224763773,0.006177137604779125,0.0013437628790122528,0.0028490244912121095,FAIL
0.05,15,0.3,front,front,2218,665,1553,0.0018378289655087343,0.006756995893973411,0.0022920539250333126,0.0035544673583527385,0.0032305784584116433,0.0076043287804720885,0.003293714084051313,0.003366195357340402,0.002217324852131127,0.0063476933266225334,0.0021201376974006253,0.003419083804763148,FAIL
0.05,15,0.3,mid,mid,2218,665,1553,0.0014642863752958267,0.006163004997679457,0.0005794298315933834,0.002630061276520497,0.002631004903913818,0.006763841770366835,0.0006243763655122943,0.0027557279977398863,0.0018797368020338978,0.0058632413914594134,0.0005779757400136272,0.002221938842191313,FAIL
0.05,15,0.3,ALL,ALL,4436,1330,3106,,,,,0.0029307916811627307,0.007184085275419461,0.001959045224781804,0.003060961677540144,0.0020485308270825125,0.006105467359040974,0.0013490567187071263,0.0028205113234772306,FAIL
0.05,30,0.1,front,front,1109,111,998,0.0025553037329455516,0.006883068049842051,0.0024914032372503254,0.0035482887154761186,0.008050217427392552,0.010267618651509654,0.003027361327694999,0.0031415393126306207,0.0027404346144353285,0.006669234105335023,0.002456122451572465,0.003465217238922287,FAIL
0.05,30,0.1,mid,mid,1109,111,998,0.002109553118170596,0.006259734706938187,0.0006314269707938344,0.0026315396259488024,0.006826689388928528,0.008235242711575469,0.0008372052743896279,0.002955991615678845,0.002292452542349156,0.006160990539290015,0.000631740723440492,0.0023972767609591016,FAIL
0.05,30,0.1,ALL,ALL,2218,222,1996,,,,,0.0074384534081605395,0.009251430681542562,0.0019322833010423134,0.003048765464154733,0.0025164435783922422,0.006415112322312519,0.0015439315875064785,0.0029312469999406942,FAIL
0.05,30,0.2,front,front,1109,222,887,0.0025553037329455516,0.006883068049842051,0.0024914032372503254,0.0035482887154761186,0.0055128468645953485,0.00870620151604036,0.0032785928638108413,0.0030062896920195086,0.0027561703915032682,0.006385981389818828,0.0024587784034768288,0.003445138119624317,PASS
0.05,30,0.2,mid,mid,1109,222,887,0.002109553118170596,0.006259734706938187,0.0006314269707938344,0.0026315396259488024,0.004716205666785325,0.0074469516440453,0.0007429444587978019,0.0028365686916668876,0.0023478343678396026,0.0059933215725234655,0.0006362970271039392,0.002233423240150959,FAIL
0.05,30,0.2,ALL,ALL,2218,444,1774,,,,,0.005114526265690337,0.00807657658004283,0.0020107686613043217,0.002921429191843198,0.002552002379671435,0.006189651481171147,0.001547537715290384,0.002839280679887638,FAIL
0.05,30,0.3,front,front,1109,333,776,0.0025553037329455516,0.006883068049842051,0.0024914032372503254,0.0035482887154761186,0.004577648759726216,0.008263692919822041,0.003315047525648056,0.0032003244088143496,0.0028903833076869404,0.006246291714381129,0.0023827398308289287,0.00342991986511062,PASS
0.05,30,0.3,mid,mid,1109,333,776,0.002109553118170596,0.006259734706938187,0.0006314269707938344,0.0026315396259488024,0.003940851117175103,0.007116795096395699,0.0006661623719511661,0.0027097418633066864,0.002453707659269658,0.005933492776214406,0.0006485627092524834,0.002255307670167698,FAIL
0.05,30,0.3,ALL,ALL,2218,666,1552,,,,,0.00425924993845066,0.00769024400810887,0.001990604948799611,0.002955033136060518,0.002672045483478299,0.006089892245297768,0.0015156512700407062,0.0028426137676391587,FAIL
0.05,60,0.1,front,front,600,60,540,0.0032374087786361375,0.00703535445675989,0.0029275016768090215,0.0034981448427229517,0.0097527664653066,0.01091095575075418,0.003406234324503907,0.003284000282556663,0.0036503040156819063,0.006968816517498531,0.0028805019214856,0.0033998123376911605,PASS
0.05,60,0.1,mid,mid,600,60,540,0.0028194163654275623,0.006391516100930723,0.0006790203423088825,0.0026581762714584707,0.009358802609767073,0.009156769571817434,0.0010738830809134629,0.002494091656626825,0.0031868160900020057,0.00644010380080386,0.0006773642508245394,0.0024971251590094196,PASS
0.05,60,0.1,ALL,ALL,1200,120,1080,,,,,0.009555784537536836,0.010033862661285807,0.002240058702708685,0.002889045969591744,0.003418560052841956,0.0067044601591511955,0.0017789330861550695,0.00294846874835029,FAIL
0.05,60,0.2,front,front,600,120,480,0.0032374087786361375,0.00703535445675989,0.0029275016768090215,0.0034981448427229517,0.007354241844287414,0.00890894455641883,0.0033721990816991624,0.0031882563809041064,0.0035408450132320426,0.006863237603591236,0.002749929513422406,0.00335344893612765,PASS
