H,resample_min,move_pct,series_id,expiry,n_bars_all,n_bars_active,n_bars_quiet,best_imp_active,best_method_active,best_feature_active,best_imp_quiet,best_method_quiet,best_feature_quiet,verdict,rr25_rmse_carry_all,rr25_rmse_rough_all,rr25_rmse_rough_cond_carry_all,rr25_rmse_rough_recent_all,rr25_rmse_ar1_all,bf25_rmse_carry_all,bf25_rmse_rough_all,bf25_rmse_rough_cond_carry_all,bf25_rmse_rough_recent_all,bf25_rmse_ar1_all,rr25_rmse_carry_active,rr25_rmse_rough_active,rr25_rmse_rough_cond_carry_active,rr25_rmse_rough_recent_active,rr25_rmse_ar1_active,bf25_rmse_carry_active,bf25_rmse_rough_active,bf25_rmse_rough_cond_carry_active,bf25_rmse_rough_recent_active,bf25_rmse_ar1_active,rr25_rmse_carry_quiet,rr25_rmse_rough_quiet,rr25_rmse_rough_cond_carry_quiet,rr25_rmse_rough_recent_quiet,rr25_rmse_ar1_quiet,bf25_rmse_carry_quiet,bf25_rmse_rough_quiet,bf25_rmse_rough_cond_carry_quiet,bf25_rmse_rough_recent_quiet,bf25_rmse_ar1_quiet
0.05,15,0.1,mid,mid,2218,222,1996,0.015954026485478095,rough_cond_carry,bf25,0.0002749125720599487,rough_cond_carry,bf25,MARGINAL,0.0014642863752958267,0.006163004997679457,0.001464316647196305,0.0034460413731724504,0.0014647883548215962,0.0005794298315933834,0.002630061276520497,0.0005777592035589907,0.0009002572509960964,0.0005519048530705484,0.004067006163241984,0.00799399512139518,0.004064258995339775,0.005681737001690519,0.004064045286119712,0.0007492944713347814,0.004452584298286595,0.000737340207493684,0.0011200782394738978,0.000687077803891851,0.000736293874624466,0.005924369338903239,0.0007380466898016109,0.00309908927447815,0.000739216916145923,0.0005573356946929038,0.0023411133461304144,0.000557182476103575,0.0008723778538732294,0.00053475455582727
0.05,15,0.1,ALL,ALL,4436,444,3992,0.15942913785942223,rough_recent,bf25,0.04128705182990026,rough_cond_carry,bf25,MARGINAL,,,,,,,,,,,0.004519983588185384,0.00935250513022093,0.004518662989030878,0.005742719194008344,0.004520837005434478,0.0023303638553511994,0.004732160416190201,0.0021437894516098165,0.0019588359549937984,0.0019378457507092906,0.0008685274165540839,0.006043220871715641,0.0008688469167545611,0.0029284823425799775,0.0008693091818891289,0.0012954806169334873,0.0028472441075115124,0.0012419940415575232,0.0016811855298099186,0.0012031473367279583
0.05,15,0.2,front,front,2218,444,1774,0.2472898232527827,rough_recent,bf25,0.024969687470568633,rough_cond_carry,bf25,MARGINAL,0.0018378289655087343,0.006756995893973411,0.0018373121325856617,0.00319642187112671,0.001838428483667342,0.0022920539250333126,0.0035544673583527385,0.0021454473980222423,0.002522485415736485,0.0020420635988000657,0.00370397034933895,0.009033525200133567,0.003704629565011726,0.004755936149856338,0.003708249953959143,0.0036193648148441383,0.004456369672604261,0.0032402149717457047,0.0027243327294939907,0.0029683298544402378,0.000887578362743661,0.006054328307069658,0.0008855491075627049,0.002666723212555821,0.0008846510609342781,0.0018134551289019918,0.003290126719426239,0.0017681737210914093,0.0024693563214350936,0.0017343070562547145
0.05,15,0.2,mid,mid,2218,444,1774,0.0003221687701885723,rough_cond_carry,rr25,0.010067440088748015,rough_cond_carry,bf25,MARGINAL,0.0014642863752958267,0.006163004997679457,0.001464316647196305,0.0034460413731724504,0.0014647883548215962,0.0005794298315933834,0.002630061276520497,0.0005777592035589907,0.0009002572509960964,0.0005519048530705484,0.0030158190926412786,0.007043026485048659,0.003014847489913091,0.004896372827194116,0.003015151778138116,0.0006269847651249063,0.003935866925701363,0.0006396609620110805,0.0011144694585818959,0.000616605753530354,0.0006351666459299511,0.00592218850288155,0.0006364077743118992,0.0029740992894644563,0.000637403365631152,0.0005668967451420198,0.0021840647777940218,0.0005611895461237963,0.000838084596495689,0.0005344773741480164
0.05,15,0.2,ALL,ALL,4436,888,3548,0.0959759398556464,rough_recent,bf25,0.021420617424171326,rough_cond_carry,bf25,MARGINAL,,,,,,,,,,,0.0033598947209901144,0.008038275842591112,0.0033597385274624085,0.004826154488525226,0.0033617008660486295,0.0021231747899845225,0.004196118299152812,0.0019399379668783925,0.0019194010940379433,0.001792467803985296,0.000761372504336806,0.005988258404975604,0.000760978440937302,0.0028204112510101386,0.0007610272132827151,0.001190175937022006,0.0027370957486101306,0.001164681633607603,0.0016537204589653913,0.0011343922152013655
0.05,15,0.3,front,front,2218,665,1553,0.2064112859842461,rough_recent,bf25,0.003681652970964096,rough_cond_carry,bf25,MARGINAL,0.0018378289655087343,0.006756995893973411,0.0018373121325856617,0.00319642187112671,0.001838428483667342,0.0022920539250333126,0.0035544673583527385,0.0021454473980222423,0.002522485415736485,0.0020420635988000657,0.003134287822213729,0.008335558084863985,0.0031333021246379754,0.004256029419617451,0.003135644951146931,0.0033231454509179245,0.004159028130720977,0.0029869674606963896,0.0026372107248812584,0.002757607252886943,0.0007845859737140062,0.005953878690322565,0.0007845437982630943,0.002614106145597053,0.0007842687789143228,0.0016651450138472257,0.003261306524521803,0.001659014527759909,0.00247169886380572,0.0016427006075265533
0.05,15,0.3,mid,mid,2218,665,1553,0.00022128450343430258,rough_cond_carry,rr25,0.012024243985571273,rough_cond_carry,bf25,MARGINAL,0.0014642863752958267,0.006163004997679457,0.001464316647196305,0.0034460413731724504,0.0014647883548215962,0.0005794298315933834,0.002630061276520497,0.0005777592035589907,0.0009002572509960964,0.0005519048530705484,0.002525783964696362,0.006759251462335986,0.002525225047845952,0.0044651089980024,0.0025256389082052117,0.0006192574162675734,0.0035959974049444916,0.0006281907367582008,0.0010553061397634302,0.0006081216820624023,0.0005738741782096384,0.005889079839426507,0.0005750372604973868,0.0029018617410668636,0.0005759738545496471,0.0005615006443747029,0.002083352591971725,0.000554749023628686,0.0008249513751712025,0.0005259814970318673
0.05,15,0.3,ALL,ALL,4436,1330,3106,0.08300640009541428,rough_cond_carry,bf25,0.005785431905505975,rough_cond_carry,bf25,MARGINAL,,,,,,,,,,,0.0028300358934550455,0.007547404773599986,0.0028292635862419637,0.004360569208809926,0.0028306419296760714,0.001971201433592749,0.0038775127678327345,0.0018075790987272951,0.0018462584323223443,0.0016828644674746727,0.0006792300759618223,0.005921479264874536,0.0006797905293802406,0.002757983943331958,0.0006801213167319849,0.0011133228291109643,0.002672329558246764,0.0011068817756942975,0.0016483251194884612,0.0010843410522792104
0.05,30,0.1,front,front,1109,111,998,0.2156660547045761,rough_recent,bf25,0.06937605415459794,rough_cond_carry,bf25,MARGINAL,0.0025553037329455516,0.006883068049842051,0.0025574894932240116,0.00428229043766391,0.0025559880831002814,0.0024914032372503254,0.0035482887154761186,0.0023010672119211373,0.002671245839603383,0.002160524510957495,0.0066242276200077655,0.010832246948147713,0.006635873860046137,0.007783573631244181,0.006644689790442043,0.003514610183202374,0.004724401840443846,0.0031450566709719397,0.0027566280711665905,0.0027732481069024846,0.001539857630734044,0.006291867245516231,0.0015383067680252716,0.0036925051598423013,0.0015312806677745586,0.0023500848304624563,0.003392213920476967,0.002187045217996394,0.0026615704502800366,0.0020811773455168
0.05,30,0.1,mid,mid,1109,111,998,0.001073499676949935,rough_cond_carry,rr25,0.001783703019369752,rough_cond_carry,bf25,MARGINAL,0.002109553118170596,0.006259734706938187,0.0021087855147126776,0.004475239488717529,0.0021096698999399414,0.0006314269707938344,0.0026315396259488024,0.0006314209771851456,0.0010523538389914523,0.0005976367459356177,0.005608993484074026,0.008246024575106778,0.005602972231380858,0.007210651920346788,0.005602870956141124,0.0006904027508565948,0.004320385196476187,0.0006993328640302097,0.00133199451692376,0.0006682464239711564,0.001201256376611172,0.005998037327490939,0.0012028859204067834,0.004058188701879832,0.001204660527059006,0.0006245165112173197,0.002370202234040083,0.0006234025592306151,0.0010164720631839876,0.0005892522769157368
0.05,30,0.1,ALL,ALL,2218,222,1996,0.08576035429901051,rough_cond_carry,bf25,0.0551850636764886,rough_cond_carry,bf25,MARGINAL,,,,,,,,,,,0.006116610552040895,0.009539135761627245,0.006119423045713498,0.0074971127757954845,0.006123780373291584,0.002102506467029484,0.004522393518460017,0.0019221947675010747,0.0020443112940451754,0.0017207472654368204,0.001370557003672608,0.006144952286503585,0.0013705963442160276,0.0038753469308610666,0.0013679705974167823,0.001487300670839888,0.002881208077258525,0.0014052238886135045,0.001839021256732012,0.0013352148112162686
0.05,30,0.2,front,front,1109,222,887,0.21898027798867922,rough_recent,bf25,0.04898954521548273,rough_cond_carry,bf25,MARGINAL,0.0025553037329455516,0.006883068049842051,0.0025574894932240116,0.00428229043766391,0.0025559880831002814,0.0024914032372503254,0.0035482887154761186,0.0023010672119211373,0.002671245839603383,0.002160524510957495,0.005072089280506884,0.009867414608939144,0.005081000404354897,0.0064442680955742555,0.005095794014665849,0.0036129770367017465,0.004510419284415348,0.003195976582887926,0.0028218063208380836,0.0028452952195244805,0.0013113412202076795,0.005903482347075491,0.001308021926266326,0.0035393896626426773,0.0012898051787522337,0.002119339077554954,0.003263065261266799,0.002015513619988136,0.0026321718155331558,0.0019516587906869237
0.05,30,0.2,mid,mid,1109,222,887,0.02219479397315266,rough_cond_carry,bf25,-0.001063706035337703,rough_cond_carry,rr25,PASS,0.002109553118170596,0.006259734706938187,0.0021087855147126776,0.004475239488717529,0.0021096698999399414,0.0006314269707938344,0.0026315396259488024,0.0006314209771851456,0.0010523538389914523,0.0005976367459356177,0.004297543252831925,0.007599840603146091,0.004294735369972722,0.006412497835752149,0.0042988145474614865,0.0007385127543052644,0.004028599996762501,0.0007221216158769135,0.001383259903975889,0.0006747163145596967,0.0009683167021967297,0.0058762634733111095,0.0009693467065169746,0.0038396321881965507,0.000967220311524127,0.0006016161266338377,0.0021432675072404323,0.0006065734698325094,0.0009515797035587142,0.0005767115641462917
0.05,30,0.2,ALL,ALL,2218,444,1774,0.0995961413348224,rough_cond_carry,bf25,0.036335811121014826,rough_cond_carry,bf25,MARGINAL,,,,,,,,,,,0.004684816266669405,0.008733627606042618,0.0046878678871638095,0.006428382965663202,0.004697304281063668,0.0021757448955035054,0.004269509640588925,0.00195904909938242,0.0021025331124069862,0.0017600057670420885,0.0011398289612022045,0.0058898729101933,0.0011386843163916503,0.003689510925419614,0.0011285127451381802,0.0013604776020943957,0.002703166384253616,0.0013110435449103226,0.001791875759545935,0.0012641851774166076
0.05,30,0.3,front,front,1109,333,776,0.20580695751524494,rough_recent,bf25,0.018697117725128574,rough_cond_carry,bf25,MARGINAL,0.0025553037329455516,0.006883068049842051,0.0025574894932240116,0.00428229043766391,0.0025559880831002814,0.0024914032372503254,0.0035482887154761186,0.0023010672119211373,0.002671245839603383,0.002160524510957495,0.004326056406482569,0.009060358704538394,0.00433230814519779,0.005668389609884403,0.004341644133142346,0.0035333060208807597,0.004224747359132619,0.0031227776025582574,0.002806127058752994,0.002833882705227698,0.0011374873719414889,0.005697458189480288,0.0011342822779939015,0.003523014333735735,0.0011139231579083454,0.0018734822129648622,0.0032141950598073713,0.0018384534954731238,0.0026111512634746856,0.0017952298595661235
0.05,30,0.3,mid,mid,1109,333,776,0.007732063055442024,rough_cond_carry,bf25,8.803375795885108e-06,rough_cond_carry,rr25,MARGINAL,0.002109553118170596,0.006259734706938187,0.0021087855147126776,0.004475239488717529,0.0021096698999399414,0.0006314269707938344,0.0026315396259488024,0.0006314209771851456,0.0010523538389914523,0.0005976367459356177,0.0036531725198842902,0.007152210556805628,0.003651701147586461,0.005708144775002805,0.0036526289502003904,0.0006672112914856067,0.0035406722046440035,0.0006620523717085371,0.0012562043211454686,0.000639198843017384,0.0007924885906545055,0.005834475968121312,0.000792481614079628,0.003825324138432722,0.0007940081542980757,0.0006154124862218161,0.0021246003412042935,0.0006177930459358122,0.0009514421215633687,0.0005788625966083107
0.05,30,0.3,ALL,ALL,2218,666,1552,0.098960986751747,rough_cond_carry,bf25,0.013117532770032888,rough_cond_carry,bf25,MARGINAL,,,,,,,,,,,0.00398961446318343,0.008106284630672011,0.003992004646392126,0.005688267192443604,0.003997136541671368,0.002100258656183183,0.003882709781888311,0.0018924149871333972,0.002031165689949231,0.001736540774122541,0.0009649879812979971,0.0057659670788007995,0.0009633819460367647,0.0036741692360842283,0.0009539656561032106,0.0012444473495933392,0.0026693977005058326,0.001228123270704468,0.001781296692519027,0.001187046228087217
0.05,60,0.1,front,front,600,60,540,0.07890684307449877,rough_cond_carry,bf25,0.10602502602804115,rough_cond_carry,bf25,MARGINAL,0.0032374087786361375,0.00703535445675989,0.003245735447423548,0.005340281315045455,0.0032387967118225735,0.0029275016768090215,0.0034981448427229517,0.002629463489646622,0.0028664349099151473,0.002424168308760046,0.008362094944593071,0.011769989182769986,0.00841590716116419,0.009862587548632827,0.008432784635558858,0.0036252419060952778,0.004728385430955796,0.003339185511903921,0.003354677013763855,0.002896325080568978,0.001965627939365113,0.006291654876567759,0.001955295723986974,0.004567856989633438,0.0019343018652973698,0.0028392447981701032,0.003333229464688531,0.0025382137945441376,0.0028068368474610367,0.002365787635786754
0.05,60,0.1,mid,mid,600,60,540,0.022251289755345075,rough_cond_carry,bf25,-0.0022254103443092063,rough_cond_carry,rr25,PASS,0.0028194163654275623,0.006391516100930723,0.0028173309152743236,0.005391256106699847,0.002818823941361129,0.0006790203423088825,0.0026581762714584707,0.0006834826242244576,0.0012228489232243484,0.0006434290151669883,0.007470211500755955,0.00835391358410785,0.007455316930725501,0.008916676086556538,0.007458032790265986,0.0008013057358465435,0.004120433906756496,0.0007834756497356021,0.001723871216103384,0.0007383281111184566,0.001619267387645549,0.006134358819899769,0.001622870922040218,0.004842585721324544,0.0016243623512635183,0.0006640163587383189,0.0024418264014396717,0.0006714312026042898,0.0011536956957287914,0.0006319842910051171
0.05,60,0.1,ALL,ALL,1200,120,1080,0.06865090017849458,rough_cond_carry,bf25,0.08381223854264602,rough_cond_carry,bf25,MARGINAL,,,,,,,,,,,0.007916153222674513,0.010061951383438919,0.007935612045944845,0.009389631817594682,0.007945408712912421,0.0022132738209709106,0.0044244096688561465,0.0020613305808197613,0.0025392741149336193,0.0018173265958437174,0.0017924476635053312,0.0062130068482337646,0.0017890833230135958,0.004705221355478991,0.001779332108280444,0.001751630578454211,0.0028875279330641017,0.0016048224985742137,0.001980266271594914,0.0014988859633959354
0.05,60,0.2,front,front,600,120,480,0.0831269693996474,rough_recent,bf25,0.11672007457553095,rough_cond_carry,bf25,MARGINAL,0.0032374087786361375,0.00703535445675989,0.003245735447423548,0.005340281315045455,0.0032387967118225735,0.0029275016768090215,0.0034981448427229517,0.002629463489646622,0.0028664349099151473,0.002424168308760046,0.006339783866380445,0.009776190920048331,0.006357946847348323,0.007903268419382775,0.0063672543360043235,0.003745008715338116,0.004673186978422209,0.0034754480257405095,0.003433697490456792,0.0029044294578380917,0.0017427843532968113,0.006160579460312741,0.0017455734559448882,0.004473826902073158,0.0017207813360079372,0.0026839733660496664,0.0031355368340415693,0.0023706997946056105,0.0027057580262422293,0.0022881164111067907
0.05,60,0.2,mid,mid,600,120,480,0.0030542287750379214,rough_cond_carry,rr25,-0.000674902205281996,rough_cond_carry,bf25,MARGINAL,0.0028194163654275623,0.006391516100930723,0.0028173309152743236,0.005391256106699847,0.002818823941361129,0.0006790203423088825,0.0026581762714584707,0.0006834826242244576,0.0012228489232243484,0.0006434290151669883,0.0056538664597853795,0.007639623748604678,0.005636598258153681,0.007652995501763269,0.005643096226589562,0.0007171151655689056,0.0039055220128941656,0.0007363352560009916,0.0016054725673095552,0.0006821790443684278,0.0013900716874715503,0.006038563137131168,0.0014022989976511147,0.004655595547813219,0.0013995011609913297,0.0006691371180738541,0.00223938110756334,0.0006695887201904781,0.001106457864849774,0.0006333500218066123
0.05,60,0.2,ALL,ALL,1200,240,960,0.056103462352693326,rough_cond_carry,bf25,0.09329306946746826,rough_cond_carry,bf25,MARGINAL,,,,,,,,,,,0.0059968251630829125,0.008707907334326505,0.005997272552751003,0.007778131960573022,0.006005175281296942,0.002231061940453511,0.004289354495658187,0.0021058916408707505,0.0025195850288831736,0.0017933042511032596,0.0015664280203841808,0.006099571298721955,0.0015739362267980016,0.004564711224943188,0.0015601412484996333,0.00167655524206176,0.0026874589708024547,0.0015201442573980443,0.0019061079455460015,0.0014607332164567016
0.05,60,0.3,front,front,600,180,420,0.14572975777980193,rough_recent,bf25,0.09823342947989352,rough_cond_carry,bf25,MARGINAL,0.0032374087786361375,0.00703535445675989,0.003245735447423548,0.005340281315045455,0.0032387967118225735,0.0029275016768090215,0.0034981448427229517,0.002629463489646622,0.0028664349099151473,0.002424168308760046,0.005396015826944358,0.009094973810439147,0.005407390854740411,0.007120709265278533,0.0054080659558428295,0.0038387800690251415,0.004428831998545997,0.0034350893994097116,0.0032793555793961763,0.0029257359888418396,0.001573157079582576,0.0059349883707745825,0.00158088726494801,0.004357484448289377,0.0015594050264285376,0.002433393153946863,0.0030112572680943356,0.002194352599161768,0.0026695050910615793,0.002173440794522233
0.05,60,0.3,mid,mid,600,180,420,0.010463211738717951,rough_cond_carry,bf25,-0.017844241608628127,rough_cond_carry,rr25,MARGINAL,0.0028194163654275623,0.006391516100930723,0.0028173309152743236,0.005391256106699847,0.002818823941361129,0.0006790203423088825,0.0026581762714584707,0.0006834826242244576,0.0012228489232243484,0.0006434290151669883,0.004803288770241615,0.007389490579670109,0.004786513857370108,0.0070286141211568735,0.004785289050695426,0.0007993068550885221,0.0038068259326853897,0.0007909435382195221,0.0016509421171115204,0.0007003815278052527,0.0012052303818069216,0.005911279735397258,0.0012267368039339435,0.004508825828892667,0.0012336731784992794,0.0006202233137552897,0.0019686859374909655,0.0006317295416043137,0.0009832858030124636,0.0006173512718948128
0.05,60,0.3,ALL,ALL,1200,360,840,0.08884136783684211,rough_cond_carry,bf25,0.07451306650415417,rough_cond_carry,bf25,MARGINAL,,,,,,,,,,,0.005099652298592987,0.008242232195054627,0.00509695235605526,0.007074661693217703,0.005096677503269128,0.002319043462056832,0.004117828965615694,0.002113016468814617,0.0024651488482538486,0.001813058758323546,0.0013891937306947488,0.00592313405308592,0.0014038120344409767,0.004433155138591022,0.0013965391024639085,0.0015268082338510762,0.0024899716027926505,0.0014130410703830408,0.0018263954470370213,0.0013953960332085229
0.05,120,0.1,front,front,331,33,298,0.0007504556155997284,rough_cond_carry,rr25,0.0953990823149711,rough_cond_carry,bf25,MARGINAL,0.004590922454067345,0.007526615242897084,0.004599383023602595,0.006529480874853492,0.004574826545700424,0.0030537130172378626,0.0033266931573012327,0.0028055766771995835,0.0029494770735488387,0.002584947019951525,0.012020124759375231,0.013339785483438735,0.012011104189249349,0.012338733642717616,0.011886255370319457,0.0029386584327345698,0.004466893011923282,0.003077525002541889,0.003592739526136312,0.0028752912933840205,0.0027137978832799344,0.006570552939711344,0.002734077503027184,0.005518623590925183,0.002748884874999408,0.0030662303771569004,0.003174827037255195,0.0027737148130098444,0.00286911470610787,0.002550647214984044
0.05,120,0.1,mid,mid,331,33,298,0.00811155957668884,rough_cond_carry,rr25,-0.005970990451751116,rough_cond_carry,rr25,MARGINAL,0.003974077433974625,0.006691805579719095,0.00395868803798979,0.006230570833742518,0.003954746504543101,0.0007320008641900138,0.0027032659535029067,0.0007884053691889127,0.0014379183018473256,0.0007305669261896338,0.010517905919818249,0.00990447088553081,0.010432589299327635,0.010727536217902853,0.010356595294248198,0.0007125894513788206,0.004653280335546841,0.0007173229668130256,0.002380577817131603,0.000688001657587629,0.002292659047533033,0.006233458783454805,0.0023063484928149735,0.005508781835865065,0.002336691228190334,0.0007341260053464104,0.002390338197189605,0.0007959116382378145,0.0012913790942010578,0.0007351442833121168
0.05,120,0.1,ALL,ALL,662,66,596,0.0041856891562218135,rough_cond_carry,rr25,0.06071270902853303,rough_cond_carry,bf25,MARGINAL,,,,,,,,,,,0.01126901533959674,0.011622128184484774,0.011221846744288493,0.011533134930310236,0.011121425332283828,0.0018256239420566952,0.004560086673735062,0.0018974239846774573,0.0029866586716339573,0.0017816464754858248,0.002503228465406484,0.0064020058615830745,0.0025202129979210786,0.005513702713395124,0.002542788051594871,0.0019001781912516553,0.0027825826172224,0.0017848132256238294,0.002080246900154464,0.0016428957491480805
0.05,120,0.2,front,front,331,66,265,0.052593756026822015,rough_recent,bf25,0.09584600821113018,rough_cond_carry,bf25,MARGINAL,0.004590922454067345,0.007526615242897084,0.004599383023602595,0.006529480874853492,0.004574826545700424,0.0030537130172378626,0.0033266931573012327,0.0028055766771995835,0.0029494770735488387,0.002584947019951525,0.009023677587173923,0.011206572450430415,0.009036362455993633,0.009934342686507778,0.008987059063685352,0.0035231148639554297,0.004046890152000673,0.0033744591724225877,0.0033378210203460876,0.0031036644348317343,0.0024472478265918267,0.006278184828959476,0.0024553907302569725,0.005349753215392675,0.0024432539267367067,0.0029246144025160043,0.0031207818295987226,0.0026443017864780658,0.002844117871726087,0.002438084419977186
0.05,120,0.2,mid,mid,331,66,265,0.004436258400252209,rough_cond_carry,rr25,0.001646511772269275,rough_cond_carry,rr25,MARGINAL,0.003974077433974625,0.006691805579719095,0.00395868803798979,0.006230570833742518,0.003954746504543101,0.0007320008641900138,0.0027032659535029067,0.0007884053691889127,0.0014379183018473256,0.0007305669261896338,0.007938828106788766,0.008652451869741297,0.007903609413911866,0.009048963282681271,0.007881236550650402,0.0007446742039880239,0.003929540623714535,0.0008127096329522708,0.002046738333432416,0.000704288304827561,0.001996338244573826,0.006104022981313398,0.0019930512501527037,0.005296610427436137,0.0020053808870555945,0.0007287980954608481,0.002296570517283166,0.0007822113178892444,0.0012398495280069048,0.00073699018851915
0.05,120,0.2,ALL,ALL,662,132,530,0.01889040467678135,rough_cond_carry,bf25,0.06210615246298961,rough_cond_carry,bf25,MARGINAL,,,,,,,,,,,0.008481252846981344,0.009929512160085856,0.00846998593495275,0.009491652984594524,0.008434147807167877,0.002133894533971727,0.003988215387857604,0.0020935844026874293,0.002692279676889252,0.0019039763698296477,0.0022217930355828263,0.006191103905136437,0.002224220990204838,0.005323181821414406,0.0022243174068961504,0.0018267062489884262,0.002708676173440944,0.0017132565521836552,0.0020419836998664957,0.0015875373042481679
0.05,120,0.3,front,front,331,99,232,0.11594022332240853,rough_recent,bf25,0.07148890837446337,rough_cond_carry,bf25,MARGINAL,0.004590922454067345,0.007526615242897084,0.004599383023602595,0.006529480874853492,0.004574826545700424,0.0030537130172378626,0.0033266931573012327,0.0028055766771995835,0.0029494770735488387,0.002584947019951525,0.0075654023993784614,0.010236957620063564,0.007593307928621879,0.008933362251378293,0.007571410897669929,0.003568563302217373,0.003695757384800385,0.0032277016983279345,0.003154823276018139,0.002975397428018494,0.00236219478448791,0.006001350636091071,0.0023472861558288915,0.0051675681156299015,0.0023087284777676695,0.0028042747926967813,0.0031553357459214726,0.002603800248984864,0.0028569569316515965,0.0023982297458031558
0.05,120,0.3,mid,mid,331,99,232,0.001757267174572444,rough_cond_carry,rr25,0.016293214601107633,rough_cond_carry,rr25,MARGINAL,0.003974077433974625,0.006691805579719095,0.00395868803798979,0.006230570833742518,0.003954746504543101,0.0007320008641900138,0.0027032659535029067,0.0007884053691889127,0.0014379183018473256,0.0007305669261896338,0.006703419715313815,0.008173419126219618,0.006691640015890712,0.008182289186713402,0.006676571738547934,0.0007544581173303831,0.003429481499844828,0.0008234357212476698,0.0018075029149633567,0.0006679535933278892,0.0018175889395919771,0.00594484504819137,0.0017879745729426054,0.005173428817909122,0.001799617761479516,0.0007221625756149917,0.0023235575580914094,0.0007729064904242064,0.0012464171547205598,0.0007558150121276635
0.05,120,0.3,ALL,ALL,662,198,464,0.0628921241848934,rough_cond_carry,bf25,0.04245946071470538,rough_cond_carry,bf25,MARGINAL,,,,,,,,,,,0.0071344110573461385,0.00920518837314159,0.007142473972256295,0.008557825719045849,0.007123991318108931,0.002161510709773878,0.003562619442322607,0.002025568709787802,0.002481163095490748,0.0018216755106731917,0.0020898918620399437,0.005973097842141221,0.0020676303643857486,0.005170498466769512,0.0020541731196235926,0.0017632186841558864,0.002739446652006441,0.001688353369704535,0.002051687043186078,0.0015770223789654096
0.05,390,0.1,front,front,169,17,152,0.07821520227181927,rough_recent,rr25,0.1241828295518459,rough_cond_carry,bf25,MARGINAL,0.006142941473789413,0.008262110211763667,0.006157083664462909,0.0077414556501549546,0.006186010524026649,0.003227692194386201,0.003465176322938863,0.002869417302586375,0.003270305471444225,0.0025734294295038105,0.013715473512141476,0.012894504411346661,0.013630687830293201,0.01264271497713555,0.013381167384310885,0.003770648603645684,0.004202729499296474,0.003647058993325114,0.003692874502629819,0.003390355259850688,0.004561326778782956,0.007564965430726571,0.004610885516253594,0.006977263293986167,0.0047345874821373935,0.003160728638350765,0.003372052245485702,0.002768220412594814,0.0032192594760500058,0.0024645565771459353
0.05,390,0.1,mid,mid,169,17,152,0.23977773671741062,rough_cond_carry,bf25,0.0020623311115385875,rough_cond_carry,rr25,MARGINAL,0.005298506186967452,0.007027821222207304,0.00521566915979479,0.006915600208196322,0.005294276461275368,0.0008841326488176679,0.002932371937199953,0.0009846470828924077,0.0018613179815180644,0.0009210566729683941,0.012507416586251346,0.01090014301624123,0.012178952704086522,0.011190437218540444,0.012084393304935475,0.0006956718217602081,0.003978694894445826,0.0005288652068404675,0.0024947712161666317,0.0007643417440561614,0.0036909206737303067,0.006447825521798476,0.0036833087731946517,0.006253925051405413,0.003839822256692236,0.000902889779407174,0.0027901067508412218,0.0010233244957355782,0.0017759071171511173,0.0009370600608394241
0.05,390,0.1,ALL,ALL,338,34,304,0.09113175144883412,rough_recent,rr25,0.06695350829167201,rough_cond_carry,bf25,MARGINAL,,,,,,,,,,,0.01311144504919641,0.011897323713793945,0.012904820267189861,0.011916576097837996,0.01273278034462318,0.002233160212702946,0.004090712196871149,0.0020879621000827906,0.0030938228593982253,0.0020773485019534247,0.004126123726256631,0.007006395476262523,0.004147097144724123,0.006615594172695791,0.004287204869414815,0.0020318092088789695,0.003081079498163462,0.001895772454165196,0.0024975832966005617,0.0017008083189926798
0.05,390,0.2,front,front,169,34,135,0.13058509132999863,rough_recent,bf25,0.10696594439470597,rough_cond_carry,bf25,MARGINAL,0.006142941473789413,0.008262110211763667,0.006157083664462909,0.0077414556501549546,0.006186010524026649,0.003227692194386201,0.003465176322938863,0.002869417302586375,0.003270305471444225,0.0025734294295038105,0.011716822718388276,0.012072502020946044,0.011632925914510202,0.011651897230007792,0.011525431156656066,0.003614487580977196,0.0035710082286092722,0.0031700146917321443,0.003142489390104143,0.0029261666097397743,0.003532312310598107,0.006971559373877006,0.0036321299339969366,0.0063787161659218045,0.0037777834932926717,0.0031219370462766648,0.0034378052866362013,0.0027879961017808624,0.003301949557533666,0.002475948818371856
0.05,390,0.2,mid,mid,169,34,135,0.12743935701226156,rough_cond_carry,bf25,-0.023016944854319103,rough_cond_carry,rr25,PASS,0.005298506186967452,0.007027821222207304,0.00521566915979479,0.006915600208196322,0.005294276461275368,0.0008841326488176679,0.002932371937199953,0.0009846470828924077,0.0018613179815180644,0.0009210566729683941,0.010451500514502839,0.009660199091736826,0.010176311972881158,0.009824799682135638,0.010194293672744575,0.0009240870531274543,0.0034685165053164836,0.000806321993253536,0.002071972813069053,0.0008795211542438822,0.0027352165054986915,0.0061841783979523545,0.0027981728329703782,0.005955544882307815,0.0029618593232592066,0.000873704400551346,0.0027799369697794982,0.001024970855600239,0.001803959889812205,0.0009313009383595204
