H,resample_min,move_pct,expiry,n_bars_all,n_bars_active,n_bars_quiet,rr25_rmse_carry_all,rr25_rmse_rough_all,bf25_rmse_carry_all,bf25_rmse_rough_all,rr25_rmse_carry_active,rr25_rmse_rough_active,bf25_rmse_carry_active,bf25_rmse_rough_active,rr25_rmse_carry_quiet,rr25_rmse_rough_quiet,bf25_rmse_carry_quiet,bf25_rmse_rough_quiet,verdict
0.03,1,0.1,2025-08-28,762,76,686,0.00045726964066189057,0.00339003687571035,0.0008915509925152878,0.0009463893648883338,0.0009120877427146338,0.003513233518803082,0.001029986176818136,0.0009099283631022794,0.0004882921065497292,0.003383025648912263,0.0008595427150344768,0.0009546800940206482,PASS
0.03,1,0.1,2025-08-29,762,76,686,0.0008613066918978653,0.0028607919049112467,0.000796913508777613,0.0011155422730453571,0.0011469208931318196,0.001706590254140396,0.001219260925542984,0.0010451908722298548,0.0007086252559121817,0.002964578774966847,0.0007236006531517959,0.001121022424796004,PASS
0.03,1,0.1,2025-09-02,1143,115,1028,0.0008332212249119046,0.005812733320032947,0.0005649317643510863,0.0008653881565812619,0.002736344355517481,0.008437905328123378,0.0010672881378359735,0.0009416694780286135,0.0002780207947911024,0.005526179349706065,0.0005078791667908799,0.000858237275865909,PASS
0.03,1,0.1,2025-09-03,1143,115,1028,0.0002637804218859114,0.0009343858990459299,0.00045798347551868825,0.0006088588630183301,0.000642485804536499,0.001176584717756542,0.0008180322144887069,0.0006462535247337106,0.0002527143161326808,0.0009140723269486824,0.0004289424147274418,0.0006055556217298774,PASS
0.03,1,0.1,2025-09-04,762,76,686,0.00035179132446303024,0.002301513301106993,0.0005575575312767719,0.0006608658283755512,0.0009067394773652174,0.001757410488778219,0.0009264655865520925,0.0006741748566239631,0.00036624861595636074,0.0022529159497392494,0.0005300147172148336,0.0006559425788380724,PASS
0.03,1,0.1,2025-09-05,762,76,686,0.00027771488383517126,0.0010436961343436692,0.0007185511819588111,0.0010229786858992134,0.0006794215894723709,0.0010782986529802255,0.0009075461072779018,0.0007337418165556975,0.0003113939254684745,0.0010618105164326855,0.000694033993180319,0.001060894247567795,PASS
0.03,1,0.1,2025-09-08,381,38,343,0.00026697527022833626,0.0008170041159483178,0.0010554859644490936,0.0015233797714703451,0.0007863157122639239,0.001476155672952149,0.0008124671520070689,0.001732706361364656,0.00030927450248085945,0.0007878098593929163,0.0008414368680667581,0.0014978637619834133,FAIL
0.03,1,0.1,2025-09-09,381,38,343,0.00031753819414241245,0.0027169449502733077,0.0019181415520091803,0.00427228152170886,0.0008062896856905211,0.0024726097314445063,0.004100958674896268,0.0038774362659589998,0.000331552650418141,0.002536064412168851,0.0018150215589929452,0.004377083783692342,PASS
0.03,1,0.1,2025-09-10,762,76,686,0.000581279342731917,0.0032752444681624897,0.002236830776511857,0.004692755225518594,0.0013789905873380776,0.003742634129219762,0.0038686431782260266,0.004351031870598945,0.00043875291868940004,0.0031234514351966306,0.002166373088253633,0.004775405616742069,FAIL
0.03,1,0.1,2025-09-11,762,76,686,0.0002689344821211285,0.0026028934175782083,0.0017745980734584117,0.004259266409944692,0.0007146439557990141,0.0030442414935485202,0.0030489495289066143,0.004708785481845654,0.00027395383759364983,0.002500523042381838,0.0017353522527295947,0.004171588341407528,FAIL
0.03,1,0.1,2025-09-12,762,76,686,0.0003887235358407713,0.0034214341961678347,0.0008187603650075416,0.0007997196304973618,0.0013506020911118752,0.001942995045084272,0.001048466599392408,0.0008105466258819584,0.00039209379314180277,0.0034179399907768395,0.0008124997793582339,0.0007962767582246681,MARGINAL
0.03,1,0.1,2025-09-15,762,76,686,0.0003170557553694377,0.005537848829279148,0.0006633406529214198,0.0006665160032560565,0.0008281796545684774,0.0030512810055279348,0.0009118838167385658,0.000679360607331707,0.00032231416941117,0.0052591047645083,0.0006511641660865024,0.0006704104531935391,PASS
0.03,1,0.1,2025-09-16,762,76,686,0.00023690480373768109,0.0014007254558237009,0.0006081223367370382,0.0007966707767767992,0.00047836355763411926,0.0013462441952299328,0.0009232591468393314,0.0007385647595570221,0.00024782268603613494,0.0014189429136602435,0.0005996915463896442,0.000803480339434771,PASS
0.03,1,0.1,2025-09-17,762,76,686,0.00028647557756726085,0.0034974076747898934,0.0006683227753198868,0.0007716004382952125,0.0006887930680357848,0.003908433812799866,0.0009542734893846009,0.0007472523919739904,0.00029619335485030706,0.0034386415475326517,0.0006725027920719885,0.0007792652464449285,PASS
0.03,1,0.1,2025-09-18,762,76,686,0.0002483632988612921,0.002462207056609188,0.000554963506526581,0.0006385924269796086,0.0005969903012950627,0.0023142228183530168,0.0009226493681575202,0.0007461809594352299,0.00026334327903193035,0.002470385303323381,0.0005503114501627488,0.0006237623860371355,PASS
0.03,1,0.1,2025-09-19,762,76,686,0.0007675237717957641,0.001778888593108616,0.000454399446881617,0.0006028125102402456,0.0012677396377894993,0.0027711102680099977,0.0007916061980244259,0.0007211860318181499,0.0007210912091539812,0.0016974303217865657,0.00046397817822001127,0.0005983620171123739,PASS
0.03,1,0.1,2025-09-22,762,76,686,0.0007129849463923829,0.0022169604891149764,0.00047192285634002417,0.0006571109975355195,0.0019617423142123096,0.00263973648888183,0.0007388899197555039,0.0006058059975715004,0.00045176153550282835,0.0021750827348656575,0.00047128157176847224,0.0006606206834476711,PASS
0.03,1,0.1,2025-09-23,762,76,686,0.0007955251174106757,0.0033799703700118267,0.00048485319380127585,0.0006144121946056381,0.0020141548966067886,0.003344733011669772,0.0008390431695307858,0.0006933006160469769,0.0006535486933124903,0.0033916242661220434,0.00047900036533965077,0.0006101853200877812,PASS
0.03,1,0.1,2025-09-24,762,76,686,0.0007926912785104877,0.006580361696479641,0.0008060457276619686,0.001072307837010313,0.0013375581946954748,0.0029130535913430454,0.0009567052816761872,0.0008451061158831871,0.0007771741917902392,0.0063210307456856435,0.000810204649205185,0.0010950870201460181,PASS
0.03,1,0.1,2025-09-25,762,76,686,0.00047118053144103644,0.003008663629911787,0.0005905254211417014,0.0007566355069959838,0.0014026972435880523,0.0023644737041945856,0.0008545605701225698,0.000711231508210498,0.00047836174843725207,0.003050602810232314,0.0005765673893727631,0.0007543450477334447,PASS
0.03,1,0.1,2025-09-26,762,76,686,0.000333342494744233,0.0010700738699336533,0.0005278633869097738,0.0006526118365714949,0.0007653068053765338,0.0011820565111928295,0.0007966170321055479,0.0007611611336403588,0.00033686972605813435,0.001065974178264474,0.0005197734945794644,0.0006315562548826977,PASS
0.03,1,0.1,2025-09-29,762,76,686,0.0002141039188568832,0.004812773902457498,0.00045647651048461225,0.000593254413387002,0.0005045424519123005,0.004379420879848823,0.0007975950340755744,0.0006325922114091808,0.00021694576637043924,0.004771657707137656,0.0004469301563805956,0.0005895770392153082,PASS
0.03,1,0.1,2025-09-30,762,76,686,0.0002456011307822343,0.001994625957537513,0.00045343275110259053,0.0007013874114358398,0.0006003801013724318,0.0017567070222347149,0.0007749032432729835,0.0007672935936477801,0.0002578564103158967,0.0020111931620300253,0.00043145027843118414,0.000693350104117357,PASS
0.03,1,0.1,2025-10-01,762,76,686,0.00028927388633329896,0.0012219456055532667,0.0005603557192995434,0.0009721287944121405,0.0007244674838617901,0.0013368416015184326,0.0008166614316398505,0.0008267884365092452,0.00029992179761320127,0.001218329248313968,0.0005457576907845145,0.00099034855829408,FAIL
0.03,1,0.1,2025-10-02,762,76,686,0.0004197061151801062,0.002470324117025791,0.0006625285038333121,0.0008155656794167227,0.0008204204080138265,0.0022355505391495785,0.0008570155367078634,0.0009301801213727922,0.00045285377368995035,0.0024757522359960754,0.0006376994291852495,0.0008067778948396514,FAIL
0.03,1,0.1,2025-10-03,762,76,686,0.00038489813662712894,0.002126194758099067,0.0006330877579112891,0.0006948845133663504,0.0008816247507807081,0.002689010534003598,0.0008792353666032061,0.0006925401581339692,0.0004006378152787324,0.0020739075722938033,0.0006238252809346289,0.0006957696130761902,PASS
0.03,1,0.1,2025-10-06,762,76,686,0.00024111912010667103,0.0032210331621706596,0.0004704224840883933,0.0006004327777678031,0.0005890250564644845,0.00250299291176446,0.0006745326787256186,0.0005921205066118312,0.00024588506572510537,0.003239327827432203,0.00046394614621545307,0.0005976420099125041,PASS
0.03,1,0.1,2025-10-07,762,76,686,0.0004689198287061682,0.0017859414576481246,0.0005831248032903275,0.0007816269075568492,0.001320615668848002,0.002219396747306233,0.0009742341496797664,0.000903444542288482,0.00029282755191511626,0.0017324498978647728,0.0005694116015027475,0.0007640899916527335,PASS
0.03,1,0.1,2025-10-08,762,76,686,0.0003564546955559607,0.0016824478034097312,0.0008650008673524759,0.001041766745001288,0.0006553723472597602,0.002073104564465494,0.0010098175770127476,0.0007931857114225815,0.000370864216723732,0.001627235028463487,0.0008780537720713734,0.001065363663274166,PASS
0.03,1,0.1,2025-10-09,762,76,686,0.00033484525407657977,0.0017058793202395018,0.000739062695359189,0.0009454633847232709,0.0010140436190994215,0.001392409150307123,0.0012839367574998114,0.001075085444452183,0.0002715673805188628,0.0016894843491100516,0.000688731456603954,0.0009120018006929004,PASS
0.03,1,0.1,2025-10-10,762,76,686,0.0003909921591358514,0.0019281045788357009,0.0006797525994832292,0.0009288378145853868,0.0010984494029481545,0.001533331772467763,0.0009266637298500311,0.0010584405673075665,0.00038453478601622613,0.0019830864801214034,0.0006766803467298772,0.0009168136023743112,FAIL
0.03,1,0.1,2025-10-13,762,76,686,0.0002830356890562451,0.004546426596072247,0.0005840561793542062,0.0007607341630591973,0.0009432818512372861,0.004183660439549142,0.0009981953248046048,0.000887420379550989,0.00025836536722646564,0.00427208689073015,0.0005584458232143263,0.0007458427462179198,PASS
0.03,1,0.1,2025-10-14,762,76,686,0.0003439227825779111,0.0020410733066753865,0.0006611030983843244,0.001038450525927985,0.0009686196504303537,0.0019342092773998276,0.001022692417930333,0.0007575622022455468,0.00030837478210029516,0.001977616756965298,0.000654538513904534,0.001049355676236845,PASS
0.03,1,0.1,2025-10-15,762,76,686,0.00032500439689332294,0.0012603664227315266,0.0006624462111191803,0.0007971890409658057,0.0009014695596810449,0.0013741389606356598,0.0010683705320519053,0.0007441995260575698,0.00030242863900857683,0.0012655919429766715,0.0006412420389987216,0.0008070489831978672,PASS
0.03,1,0.1,2025-10-16,762,76,686,0.00027079721186081446,0.0016436615316388853,0.000839302307259059,0.0008800852134345222,0.000799095918931141,0.001656201924885404,0.00128498517278442,0.0009952474267153617,0.0002790298771376299,0.0015898844361343684,0.000801928295657896,0.0008686759448174402,PASS
0.03,1,0.1,2025-10-17,762,76,686,0.0011093355185761641,0.004798914469278571,0.0011866724694417187,0.0039869335529590585,0.0035027118246016057,0.007592340656640603,0.002089035259292188,0.0033933714964905584,0.0013695006563017005,0.004217037294781782,0.0010486399131523771,0.003935423876479123,FAIL
0.03,1,0.1,2025-10-20,762,76,686,0.0011919566849213996,0.010687243448063271,0.0014377937457438908,0.0021747081043009893,0.0033410711340108147,0.012190900151820908,0.002881157517086705,0.003124103743977977,0.0009741576511342004,0.010081560394371978,0.0012049360332518897,0.0020935576793668542,FAIL
0.03,1,0.1,2025-10-21,762,76,686,0.0009364805660531937,0.001590447347798145,0.0010066910418732038,0.0011594078510356982,0.0028648248336451848,0.0030850686405202747,0.0013279755973769145,0.0013157231474062914,0.0009488154830518407,0.001572312780993458,0.0009962172242692566,0.0011439101896949457,PASS
