H,resample_min,expiry,n_bars,rr25_rmse_carry,rr25_dir_carry,rr25_rmse_rough,rr25_dir_rough,rr25_rmse_rough_cond_carry,rr25_dir_rough_cond_carry,rr25_rmse_rough_recent,rr25_dir_rough_recent,rr25_rmse_ar1,rr25_dir_ar1,bf25_rmse_carry,bf25_dir_carry,bf25_rmse_rough,bf25_dir_rough,bf25_rmse_rough_cond_carry,bf25_dir_rough_cond_carry,bf25_rmse_rough_recent,bf25_dir_rough_recent,bf25_rmse_ar1,bf25_dir_ar1,atm_total_var_rmse_carry,atm_total_var_dir_carry,atm_total_var_rmse_rough,atm_total_var_dir_rough,atm_total_var_rmse_rough_cond_carry,atm_total_var_dir_rough_cond_carry,atm_total_var_rmse_rough_recent,atm_total_var_dir_rough_recent,atm_total_var_rmse_ar1,atm_total_var_dir_ar1,n_bars_full,rr25_resid_acf,rr25_resid_pval,bf25_resid_acf,bf25_resid_pval,alpha_mean,alpha_cv,gamma_mean,gamma_cv,best_imp,best_method,best_feature,verdict
0.03,1,2025-12-12,650.0,0.0004018994422922632,0.6404320987654321,0.0025045665335920917,0.529320987654321,0.00040751709543920817,0.6311728395061729,0.0005573027236097719,0.5787037037037037,0.0004079806636601477,0.6265432098765432,0.0006454039269287091,0.6095679012345679,0.0006040602973820106,0.6404320987654321,0.0005536185210957554,0.6373456790123457,0.0005827704914678319,0.6327160493827161,0.0005516665990975518,0.6265432098765432,4.633748394444507e-06,0.45987654320987653,4.633748394444507e-06,0.45987654320987653,4.633748394444507e-06,0.45987654320987653,4.633748394444507e-06,0.45987654320987653,4.679446034442799e-06,0.44135802469135804,650.0,0.9690190067010236,0.0,0.4244402908066939,1.0049105052279344e-29,-0.039112089662353265,0.06445972267341687,0.08667002732800382,0.5028075220260622,0.14221389428126663,rough_cond_carry,bf25,PASS
0.03,1,2025-12-15,650.0,0.0008101070841464372,0.6419753086419753,0.007103092364915208,0.49537037037037035,0.0009285886272570594,0.5879629629629629,0.0013036239287842859,0.5864197530864198,0.0008145817298068981,0.5725308641975309,0.0005437464107747418,0.5694444444444444,0.0007004549663539708,0.6064814814814815,0.0005121885790481747,0.6172839506172839,0.0005049193930898054,0.6419753086419753,0.0004933631915986733,0.6111111111111112,5.147385988087508e-06,0.45,5.147385988087508e-06,0.45,5.147385988087508e-06,0.45,5.147385988087508e-06,0.45,5.335274985097568e-06,0.4611801242236025,650.0,0.9770078945875289,0.0,0.5703318967289579,3.518713404724782e-57,-0.03891573835135498,0.1683229519736707,0.11992098363603422,0.4440411421984087,0.07140648088070096,rough_recent,bf25,PASS
0.03,1,2025-12-16,650.0,0.001500221771417592,0.6219135802469136,0.0017211713962534563,0.5108024691358025,0.0013361949654831964,0.6172839506172839,0.001185049376563189,0.6219135802469136,0.001484341854534196,0.595679012345679,0.0006160449305981044,0.595679012345679,0.0006311073105995539,0.5972222222222222,0.0005454347956405214,0.6003086419753086,0.0005854480221611015,0.6064814814814815,0.0005510914936644964,0.6033950617283951,4.028276347410187e-06,0.4860248447204969,4.028276347410187e-06,0.4860248447204969,4.028276347410187e-06,0.4860248447204969,4.028276347410187e-06,0.4860248447204969,4.091760038852978e-06,0.5154798761609907,650.0,0.20950165248972732,7.34222243080531e-08,0.49661743920361084,1.181697789352927e-41,-0.03542726648701178,0.05741163493175377,0.10208478673883153,0.3996744423275412,0.2100838695045666,rough_recent,rr25,PASS
0.03,1,2025-12-17,650.0,0.0008447340792112104,0.6419753086419753,0.001170301809347696,0.5972222222222222,0.0008068221586918213,0.6620370370370371,0.0008181034686151944,0.6419753086419753,0.0008265926371228549,0.6481481481481481,0.0006425568466022004,0.6049382716049383,0.0007118807033178805,0.5771604938271605,0.0006108623266493854,0.6049382716049383,0.0006021750139958851,0.5987654320987654,0.0005744202525812854,0.6003086419753086,4.878807138367449e-06,0.4953271028037383,4.878807138367449e-06,0.4953271028037383,4.878807138367449e-06,0.4953271028037383,4.878807138367449e-06,0.4953271028037383,4.933834058575003e-06,0.4922360248447205,650.0,0.663044162939443,2.7055692427370615e-83,0.5634380052448398,1.4698363310348503e-55,-0.037686424973444176,0.031247991048852262,0.11951686175963416,0.35494502036959985,0.06284554093517462,rough_recent,bf25,PASS
0.03,1,2025-12-18,650.0,0.0009170325390088303,0.6728395061728395,0.0028931947992175367,0.5524691358024691,0.0009242692251847561,0.6712962962962963,0.0012781555889228875,0.6358024691358025,0.0009364284785603905,0.654320987654321,0.0006863528394628537,0.6033950617283951,0.0006959375698197,0.6419753086419753,0.0005870237562753132,0.6558641975308642,0.0005918975194445359,0.6481481481481481,0.0005819099121899768,0.6496913580246914,5.570960525495943e-06,0.5218068535825545,5.570960525495943e-06,0.5218068535825545,5.570960525495943e-06,0.5218068535825545,5.570960525495943e-06,0.5218068535825545,5.625796637171887e-06,0.5286821705426357,650.0,0.9192027969959239,1.1753721158010079e-263,0.4044455572432893,6.763218769092567e-27,-0.03828723381970293,0.07704314310098136,0.1608238694217295,0.30295562480824995,0.14472014607716405,rough_cond_carry,bf25,PASS
0.03,1,2025-12-19,650.0,0.0011823694472082253,0.6157407407407407,0.0015623694688972093,0.5601851851851852,0.0011459984295663084,0.6219135802469136,0.0013373084850275324,0.5941358024691358,0.0012245962375673925,0.5817901234567902,0.000657686991519693,0.6157407407407407,0.0007024768065660375,0.654320987654321,0.0005791416754478845,0.6450617283950617,0.0006056151194724571,0.6574074074074074,0.0005875571939073898,0.6466049382716049,6.952031924752574e-06,0.4798136645962733,6.952031924752574e-06,0.4798136645962733,6.952031924752574e-06,0.4798136645962733,6.952031924752574e-06,0.4798136645962733,6.971393934982461e-06,0.47058823529411764,650.0,0.670226396889825,1.0227850434463749e-85,0.4861234099358892,9.747598083126177e-40,-0.04701994127115237,0.03865359084845851,-0.033816236931991914,1.3746599340682684,0.11942659210929,rough_cond_carry,bf25,PASS
0.03,1,2025-12-22,325.0,0.0007507535047589839,0.6656346749226006,0.001313240467430265,0.5479876160990712,0.0007154529132230114,0.631578947368421,0.0009150951047532512,0.6253869969040248,0.0007925267349588397,0.6408668730650154,0.0006515878434583277,0.5727554179566563,0.0005697731047171451,0.6656346749226006,0.0005447422989448097,0.6470588235294118,0.000553709027459827,0.6687306501547987,0.0005422653341580029,0.6594427244582043,9.480991221904612e-06,0.4148606811145511,9.480991221904612e-06,0.4148606811145511,9.480991221904612e-06,0.4148606811145511,9.480991221904612e-06,0.4148606811145511,9.719995586748652e-06,0.4241486068111455,325.0,0.7069042046068332,3.3285880409717674e-50,0.3308454551164352,1.0911220303104975e-09,-0.057761758788844854,0.03137559089095906,0.01926856133224449,2.2846424446501827,0.1639771913890092,rough_cond_carry,bf25,PASS
0.03,1,ALL,715.4615384615385,0.000560536806028744,0.5852698627201808,0.0033139332807836162,0.5160829962751061,0.000570295965184121,0.5810853330670126,0.0011681719833091739,0.5446457543293178,0.0005724110624333819,0.5778247617873502,0.0007764142645425515,0.5880356095226427,0.0010754766390043515,0.5979889621027704,0.0007186905542531167,0.6163353303230488,0.0008049486667308493,0.6195152105439483,0.0007115713875822731,0.6173022875127794,7.3243985498031976e-06,0.5033497482279679,7.3243985498031976e-06,0.5033497482279679,7.3243985498031976e-06,0.5033497482279679,7.3243985498031976e-06,0.5033497482279679,7.4379352881463e-06,0.49408634225893844,715.4615384615385,0.91342450674531,8.068376297588252e-10,0.6206753776392461,1.2151070880960182e-11,-0.04737229215392471,0.07247322930324526,0.250407651564885,0.38044486484002343,0.07434653499500615,rough_cond_carry,bf25,PASS
0.03,5,2025-08-14,77.0,0.0006589558261878565,0.5066666666666667,0.0007506236147188634,0.56,0.0006521957840955515,0.5466666666666666,0.0007807116256235022,0.56,0.000663447352225166,0.49333333333333335,0.0008847447162686453,0.68,0.0006765579482378213,0.7333333333333333,0.0008220500387047102,0.6933333333333334,0.0007253752182905745,0.72,0.000781580585174714,0.7066666666666667,9.773261878867337e-06,0.5066666666666667,9.773261878867337e-06,0.5066666666666667,9.773261878867337e-06,0.5066666666666667,9.773261878867337e-06,0.5066666666666667,9.664683823193406e-06,0.5466666666666666,77.0,0.42062751114344743,0.00017165082085872412,0.01730783728825601,0.8828291487803603,-0.040398963295031405,0.018735596625388037,0.2527874976091742,0.19278257470095544,0.18013048854386104,rough_recent,bf25,PASS
0.03,5,2025-08-15,154.0,0.0011332716282288157,0.6842105263157895,0.0031310830727162195,0.5526315789473685,0.0011645720340401266,0.6842105263157895,0.0017832228534669136,0.5657894736842105,0.001159724269523439,0.6644736842105263,0.0008986247756992903,0.631578947368421,0.0006841968917250691,0.7105263157894737,0.0007252899281498256,0.6973684210526315,0.0006575820210705181,0.7171052631578947,0.0007351733168356662,0.7171052631578947,1.2110699230949142e-05,0.46710526315789475,1.2110699230949142e-05,0.46710526315789475,1.2110699230949142e-05,0.46710526315789475,1.2110699230949142e-05,0.46710526315789475,1.2407186357577937e-05,0.4605263157894737,154.0,0.8595832568566706,1.3818722177032754e-45,0.11220010222827378,0.1687515629151715,-0.04219930430487321,0.07851531967980947,0.26861801621528436,0.19932134146331396,0.26823515347793286,rough_recent,bf25,PASS
0.03,5,2025-08-18,154.0,0.0005783229963604953,0.5526315789473685,0.005597465297684307,0.506578947368421,0.0006186233059024561,0.5526315789473685,0.0025172571701500258,0.48026315789473684,0.0005842601357837554,0.5328947368421053,0.0006412099063393464,0.625,0.0006861578780454735,0.6973684210526315,0.0005897114906394089,0.7171052631578947,0.0006038747005007176,0.6973684210526315,0.0005889202541266154,0.6776315789473685,5.38751361975479e-06,0.45394736842105265,5.38751361975479e-06,0.45394736842105265,5.38751361975479e-06,0.45394736842105265,5.38751361975479e-06,0.45394736842105265,5.5069331148606975e-06,0.4342105263157895,154.0,0.9574466312413057,7.561145150903151e-83,0.3889274168218081,7.352674413173831e-07,-0.04363834422779449,0.1315767503578181,0.2924866905160378,0.21896660657433253,0.08031444179323555,rough_cond_carry,bf25,PASS
0.03,5,2025-08-19,154.0,0.0006276769582303912,0.5197368421052632,0.0016380893069636662,0.4342105263157895,0.0006386384492512862,0.5131578947368421,0.001309575270834651,0.4276315789473684,0.0006430718942501954,0.506578947368421,0.0006784502542830631,0.6710526315789473,0.000766099784642901,0.6381578947368421,0.0006666571478972768,0.6513157894736842,0.0006211301207328169,0.6644736842105263,0.0006231583459308043,0.6118421052631579,1.1469142001734964e-05,0.5666666666666667,1.1469142001734964e-05,0.5666666666666667,1.1469142001734964e-05,0.5666666666666667,1.1469142001734964e-05,0.5666666666666667,1.2525218460130185e-05,0.4768211920529801,154.0,0.7769252481273012,6.024248677608067e-32,0.5369265124825886,9.981382551202117e-13,-0.040435916138041886,0.05495806599419091,0.31555841911324173,0.27399174971480117,0.08448686280001169,rough_recent,bf25,PASS
0.03,5,2025-08-20,154.0,0.00041664455877844195,0.5921052631578947,0.002425458037192956,0.506578947368421,0.0004209529094363598,0.5526315789473685,0.0012982887368860605,0.5197368421052632,0.0004183672031933159,0.5789473684210527,0.0006870677081563875,0.6052631578947368,0.00063767690445378,0.6710526315789473,0.0006118166640148361,0.625,0.0006289491462171704,0.6710526315789473,0.0006123129951543722,0.618421052631579,5.813146744290369e-06,0.5263157894736842,5.813146744290369e-06,0.5263157894736842,5.813146744290369e-06,0.5263157894736842,5.813146744290369e-06,0.5263157894736842,5.878609655675652e-06,0.5,154.0,0.9391340495179723,1.7327245990989337e-71,0.3349891932496873,2.4596506575377576e-05,-0.03926985403883336,0.08433885992812634,0.36863243776071736,0.21053471095254647,0.10952493218386421,rough_cond_carry,bf25,PASS
0.03,5,2025-08-21,154.0,0.0004991018404267387,0.5328947368421053,0.0008048517782073485,0.5592105263157895,0.0005136893732662559,0.5460526315789473,0.0007660825288589603,0.506578947368421,0.0005037984333197563,0.5460526315789473,0.0007303243171924712,0.625,0.0006133230004949913,0.6578947368421053,0.0006103947007862616,0.6776315789473685,0.0006127319818656444,0.6381578947368421,0.0006357862563501253,0.6776315789473685,4.304080579645387e-06,0.5657894736842105,4.304080579645387e-06,0.5657894736842105,4.304080579645387e-06,0.5657894736842105,4.304080579645387e-06,0.5657894736842105,4.389682816480837e-06,0.5263157894736842,154.0,0.6314478463200754,2.748122857224147e-18,0.24717222997470756,0.002140817989461144,-0.04061285309147271,0.025145231747136846,0.40196634619992766,0.19618452579114756,0.1642141903028036,rough_cond_carry,bf25,PASS
0.03,5,2025-08-22,154.0,0.00039546460145804336,0.5592105263157895,0.0018947715438670347,0.4276315789473684,0.00040874294438645096,0.5657894736842105,0.0010093877346003268,0.4934210526315789,0.0003973606345188746,0.5394736842105263,0.0007562703160995398,0.5986842105263158,0.0007972878297104059,0.5921052631578947,0.0007000595709708212,0.6118421052631579,0.000704583870906193,0.6118421052631579,0.0007159288031733467,0.6118421052631579,5.443048236134387e-06,0.6066666666666667,5.443048236134387e-06,0.6066666666666667,5.443048236134387e-06,0.6066666666666667,5.443048236134387e-06,0.6066666666666667,5.618829920103404e-06,0.5266666666666666,154.0,0.9202458354568732,5.395313600541963e-63,0.4588126274524527,2.7697577616706e-09,-0.042672648358315836,0.050518534949199216,0.31597651279095107,0.26858506880180394,0.07432626130115119,rough_cond_carry,bf25,PASS
0.03,5,2025-08-25,154.0,0.00031122516921889686,0.4868421052631579,0.005678569597400219,0.48026315789473684,0.0003161093563083261,0.506578947368421,0.0026366611687283245,0.4342105263157895,0.0003302140095962778,0.5131578947368421,0.0006775462940337906,0.6447368421052632,0.0007755248131902159,0.618421052631579,0.0006328897824251308,0.6710526315789473,0.0006266049916191423,0.6710526315789473,0.0006409474611237152,0.6710526315789473,5.871979158597361e-06,0.49333333333333335,5.871979158597361e-06,0.49333333333333335,5.871979158597361e-06,0.49333333333333335,5.871979158597361e-06,0.49333333333333335,6.33764581130094e-06,0.4900662251655629,154.0,0.9805298348622041,6.066274865308374e-108,0.44782190526791166,7.259478156245857e-09,-0.04367163924772363,0.14297316208354988,0.29354110172840864,0.29151229543474205,0.07518497682478324,rough_recent,bf25,PASS
0.03,5,2025-08-26,154.0,0.0004418918867499988,0.5657894736842105,0.001302838837747121,0.5263157894736842,0.0004476466915904431,0.5394736842105263,0.0011803305663054932,0.48026315789473684,0.0004514864961976054,0.5526315789473685,0.0007669185381179209,0.625,0.0007494510260334959,0.6776315789473685,0.0006644319579060182,0.7105263157894737,0.0007337023428044534,0.6973684210526315,0.0006828347034045795,0.7105263157894737,5.8806726548140414e-06,0.4605263157894737,5.8806726548140414e-06,0.4605263157894737,5.8806726548140414e-06,0.4605263157894737,5.8806726548140414e-06,0.4605263157894737,5.88403390561001e-06,0.4407894736842105,154.0,0.8659215793039916,5.541971859435242e-47,0.3224449562377,5.093373766317743e-05,-0.041581305276789035,0.0440355366259898,0.2531913147723999,0.29595864928244753,0.13363424551375805,rough_cond_carry,bf25,PASS
0.03,5,2025-08-27,154.0,0.0006500526064409948,0.5263157894736842,0.0016951861155640596,0.47368421052631576,0.0006642907038209727,0.4934210526315789,0.0016302001322997376,0.47368421052631576,0.0006566462192920201,0.5197368421052632,0.0008911255393486879,0.6381578947368421,0.0008841600760546946,0.6381578947368421,0.0007995666333024203,0.6710526315789473,0.000792771660207882,0.6578947368421053,0.0007569967613962963,0.6973684210526315,1.1061298969518212e-05,0.46710526315789475,1.1061298969518212e-05,0.46710526315789475,1.1061298969518212e-05,0.46710526315789475,1.1061298969518212e-05,0.46710526315789475,1.1042085129719297e-05,0.4934210526315789,154.0,0.8452483730211381,1.1529372861351675e-42,0.43051792257633525,3.093235335881611e-08,-0.044386993465321885,0.05105498080451046,0.21361948351593418,0.31835433654593814,0.11037039653547741,rough_recent,bf25,PASS
0.03,5,2025-08-28,154.0,0.0007173258934109281,0.506578947368421,0.003399859586826599,0.4868421052631579,0.0007475266576432194,0.5328947368421053,0.0016771607925524297,0.4934210526315789,0.0007332551973991563,0.4868421052631579,0.0009146531906212093,0.631578947368421,0.0009122470195591706,0.7105263157894737,0.0007817422024453567,0.6776315789473685,0.001069852988660159,0.6776315789473685,0.0007786019500517495,0.7171052631578947,1.3268661544460043e-05,0.5460526315789473,1.3268661544460043e-05,0.5460526315789473,1.3268661544460043e-05,0.5460526315789473,1.3268661544460043e-05,0.5460526315789473,1.3725635563507693e-05,0.5197368421052632,154.0,0.8705817634645939,4.681296293605075e-48,0.3692885341967635,2.8425071613017016e-06,-0.04621947596195655,0.06449938814962805,0.134289984667794,0.4313963172539135,0.14531298806882514,rough_cond_carry,bf25,PASS
0.03,5,2025-08-29,154.0,0.000840165192276074,0.5131578947368421,0.002941489664604267,0.4144736842105263,0.0008573113653764532,0.5197368421052632,0.0016757574277378544,0.4407894736842105,0.0008780301398378167,0.5197368421052632,0.0009065054528764356,0.6118421052631579,0.0011362740174116555,0.5855263157894737,0.0008491982816381502,0.6513157894736842,0.0008941809859826934,0.6710526315789473,0.0008217248497966463,0.6644736842105263,1.4816039935049759e-05,0.47368421052631576,1.4816039935049759e-05,0.47368421052631576,1.4816039935049759e-05,0.47368421052631576,1.4816039935049759e-05,0.47368421052631576,1.529170102058779e-05,0.5263157894736842,154.0,0.9005491517587891,3.931602359575598e-56,0.5574948837445927,8.643233806491487e-14,-0.04624457661797797,0.07264197275122367,0.1558232116994628,0.6073057035082879,0.06321767955884196,rough_cond_carry,bf25,PASS
0.03,5,2025-09-02,231.0,0.0005526011856695275,0.5589519650655022,0.005769059091609952,0.4410480349344978,0.0006455217729300749,0.5589519650655022,0.0029317734129533546,0.49344978165938863,0.0005595734327812989,0.5633187772925764,0.0005831400917656851,0.5676855895196506,0.0008703392211429774,0.5545851528384279,0.0005585666825983512,0.611353711790393,0.0007123415571387796,0.5764192139737991,0.0005690072728128961,0.5982532751091703,1.0097070653942408e-05,0.49344978165938863,1.0097070653942408e-05,0.49344978165938863,1.0097070653942408e-05,0.49344978165938863,1.0097070653942408e-05,0.49344978165938863,1.0428803139918317e-05,0.4672489082969432,231.0,0.9758899604841096,4.81382152287882e-152,0.7012838875865869,3.240699924512172e-35,-0.04485253446277119,0.20056852637643963,0.2319226853045925,0.46160088716189634,0.04213980399277341,rough_cond_carry,bf25,PASS
0.03,5,2025-09-03,231.0,0.00044857982091475106,0.6069868995633187,0.0009496109753016987,0.5283842794759825,0.0004597530255082846,0.6069868995633187,0.0009502701890117686,0.5720524017467249,0.0004544563730196868,0.6244541484716157,0.0005740055986744754,0.5764192139737991,0.0006127332431845271,0.5589519650655022,0.0005266756261092607,0.5633187772925764,0.0005956107536330691,0.5589519650655022,0.0005250843624945466,0.5895196506550219,4.276838958846562e-06,0.5330396475770925,4.276838958846562e-06,0.5330396475770925,4.276838958846562e-06,0.5330396475770925,4.276838958846562e-06,0.5330396475770925,4.2886160490806875e-06,0.5418502202643172,231.0,0.8039380768893268,3.845774373122705e-53,0.550412566971566,1.5440961371362696e-19,-0.04249978189398855,0.0338039701729276,0.23077424192087131,0.3181486626272321,0.08245559394283196,rough_cond_carry,bf25,PASS
0.03,5,2025-09-04,154.0,0.0006667595233457534,0.5526315789473685,0.002368270728121091,0.4868421052631579,0.000679339617806562,0.5263157894736842,0.0015331481280271698,0.47368421052631576,0.0006827585679565732,0.5460526315789473,0.0007191721323143118,0.618421052631579,0.0006756444965761953,0.6710526315789473,0.0006293722940169077,0.6776315789473685,0.0006456958333074412,0.6710526315789473,0.0006542528233384744,0.6447368421052632,8.516901161998975e-06,0.5526315789473685,8.516901161998975e-06,0.5526315789473685,8.516901161998975e-06,0.5526315789473685,8.516901161998975e-06,0.5526315789473685,8.765270430175e-06,0.5197368421052632,154.0,0.9243581002210111,1.1897862628519578e-64,0.43365360524151997,2.392945152689214e-08,-0.042201090218293186,0.076994933976013,0.3113350191941394,0.35452185727049484,0.12486557009436139,rough_cond_carry,bf25,PASS
0.03,5,2025-09-05,154.0,0.0005396641475187806,0.5131578947368421,0.001101461072193471,0.5526315789473685,0.000546478724037463,0.5,0.0009465484228933177,0.5526315789473685,0.0005968989572595855,0.5131578947368421,0.0007615829832343896,0.631578947368421,0.001000595503811227,0.5986842105263158,0.0007136671598624389,0.6710526315789473,0.0008165000099759651,0.618421052631579,0.0006925468286330484,0.6710526315789473,6.978590442591815e-06,0.5,6.978590442591815e-06,0.5,6.978590442591815e-06,0.5,6.978590442591815e-06,0.5,7.131558843842386e-06,0.4934210526315789,154.0,0.7807963586803242,1.8987757932491112e-32,0.6324334298409677,2.348715524211636e-18,-0.043063938429823444,0.0333161731567184,0.21328357338397969,0.5035907490208958,0.06291608981132377,rough_cond_carry,bf25,PASS
0.03,5,2025-09-08,77.0,0.0005842413634550805,0.37333333333333335,0.0009232065302858584,0.5333333333333333,0.0005867962296576265,0.44,0.0007769598553988787,0.56,0.0005993055501684589,0.4533333333333333,0.0011901092656055809,0.5733333333333334,0.0014367203766801181,0.5333333333333333,0.0011878382563756896,0.5466666666666666,0.0029295397410918815,0.5066666666666667,0.001191811930040323,0.5466666666666666,7.986443512850651e-06,0.4,7.986443512850651e-06,0.4,7.986443512850651e-06,0.4,7.986443512850651e-06,0.4,8.57935431075468e-06,0.4666666666666667,77.0,0.7950895502340218,1.626673417979265e-17,0.7353933269336518,5.760181950764759e-14,-0.053829894256962656,0.026464898052133003,0.22874412713982065,0.6410581515514837,0.0019082359036467571,rough_cond_carry,bf25,MARGINAL
0.03,5,2025-09-09,77.0,0.0004601464938043538,0.5466666666666666,0.0028441011114908707,0.44,0.00046147435772825253,0.5466666666666666,0.00280557304929163,0.44,0.0004964923068982816,0.5333333333333333,0.002860022212141046,0.56,0.004211256296370554,0.5333333333333333,0.002829338443805094,0.56,0.004808026490316214,0.5333333333333333,0.002746178999968687,0.5333333333333333,1.8631151989656312e-05,0.44,1.8631151989656312e-05,0.44,1.8631151989656312e-05,0.44,1.8631151989656312e-05,0.44,1.872425373193496e-05,0.41333333333333333,77.0,0.9039156326277827,1.2171443934545832e-28,0.7159140638950326,5.231006757070103e-13,-0.04867291560217959,0.047373292717691494,0.2227633535960681,1.003264518645172,0.010728507004489869,rough_cond_carry,bf25,MARGINAL
0.03,5,2025-09-10,154.0,0.0005050957104407514,0.5460526315789473,0.00340275552659418,0.46710526315789475,0.0005014517983580962,0.5328947368421053,0.0025255475069922433,0.4605263157894737,0.0005219981368979436,0.5131578947368421,0.003137600218082656,0.5526315789473685,0.004583776430860114,0.5263157894736842,0.0030170284759094253,0.5460526315789473,0.004718378401435803,0.5328947368421053,0.002973873253165146,0.5394736842105263,2.1751514541375936e-05,0.47368421052631576,2.1751514541375936e-05,0.47368421052631576,2.1751514541375936e-05,0.47368421052631576,2.1751514541375936e-05,0.47368421052631576,2.2006343082638673e-05,0.4144736842105263,154.0,0.8245432562682293,6.236473868582993e-39,0.7508415753994819,8.215244364598451e-29,-0.05200877958944721,0.06869241483893038,0.2899130391720893,1.101141928882617,0.03842801306500114,rough_cond_carry,bf25,PASS
0.03,5,2025-09-11,154.0,0.00042299469259208524,0.6052631578947368,0.002732140197206324,0.5,0.0004248894631935605,0.6052631578947368,0.001849017119289196,0.5,0.0004278777729529818,0.618421052631579,0.0024525308129774996,0.6052631578947368,0.004272897428262819,0.5723684210526315,0.0025148658074282556,0.6381578947368421,0.0032855292420016593,0.5592105263157895,0.0024824804429425576,0.6118421052631579,1.6348593587119646e-05,0.5866666666666667,1.6348593587119646e-05,0.5866666666666667,1.6348593587119646e-05,0.5866666666666667,1.6348593587119646e-05,0.5866666666666667,1.7363779556919606e-05,0.5695364238410596,154.0,0.7837290747177275,7.793908579355085e-33,0.7936635379600501,3.432757111893488e-34,-0.050878190615907565,0.06550777328378693,0.28299863388774343,0.8658773609849888,-0.004479419327614331,rough_cond_carry,rr25,FAIL
0.03,5,2025-09-12,154.0,0.0006675222932759418,0.45394736842105265,0.00340374624764467,0.4605263157894737,0.0006849447975775377,0.4605263157894737,0.0015991929004589693,0.47368421052631576,0.0006775183885136024,0.4407894736842105,0.000857534452682168,0.625,0.0007490406629228754,0.7236842105263158,0.0007284454626572592,0.7236842105263158,0.0008313322839784184,0.7039473684210527,0.0007558580869533656,0.6842105263157895,9.84383500394487e-06,0.4868421052631579,9.84383500394487e-06,0.4868421052631579,9.84383500394487e-06,0.4868421052631579,9.84383500394487e-06,0.4868421052631579,9.956666839410966e-06,0.4868421052631579,154.0,0.9417628475463903,6.975726402564851e-73,0.23112936139822657,0.004171038152355677,-0.05047950958011475,0.0714204828904111,0.259957964739101,0.26424817983523313,0.15053504803352044,rough_cond_carry,bf25,PASS
0.03,5,2025-09-15,154.0,0.0005860406315753052,0.5,0.005535077756007368,0.48026315789473684,0.0006280571362284311,0.5131578947368421,0.0026011172303000924,0.48026315789473684,0.0006072510510812069,0.4868421052631579,0.0007506168084814868,0.618421052631579,0.0006238019756273865,0.7171052631578947,0.0006311499351891606,0.6644736842105263,0.0006567458219353828,0.7039473684210527,0.0006531211420085274,0.631578947368421,9.667019460337285e-06,0.43333333333333335,9.667019460337285e-06,0.43333333333333335,9.667019460337285e-06,0.43333333333333335,9.667019460337285e-06,0.43333333333333335,9.964799467837807e-06,0.4105960264900662,154.0,0.9643505108932584,1.6754940753429278e-88,0.1928123217687773,0.017317199679519297,-0.052056952189198195,0.1269240980940296,0.3549197223429205,0.20442191711649196,0.1591582708279743,rough_cond_carry,bf25,PASS
0.03,5,2025-09-16,154.0,0.0003834608813196672,0.5921052631578947,0.0014316790184761244,0.5328947368421053,0.000398028831676986,0.5986842105263158,0.0008870813607489887,0.5394736842105263,0.0003839557020915415,0.5789473684210527,0.0008360410312227471,0.6578947368421053,0.0007697965398470085,0.6513157894736842,0.0007490768145121112,0.6842105263157895,0.0007153783355430514,0.6513157894736842,0.0007578357145999073,0.6447368421052632,4.9750753597120855e-06,0.506578947368421,4.9750753597120855e-06,0.506578947368421,4.9750753597120855e-06,0.506578947368421,4.9750753597120855e-06,0.506578947368421,5.045610600760068e-06,0.5394736842105263,154.0,0.8796394257866751,2.8836610904161667e-50,0.38127930970342294,1.2580655426665654e-06,-0.04860929057550255,0.03616970085202264,0.35677014371868093,0.25996924363781976,0.14432628444470144,rough_recent,bf25,PASS
0.03,5,2025-09-17,154.0,0.0005960379854639736,0.5592105263157895,0.0035107530167696843,0.5328947368421053,0.0006253498441783729,0.5460526315789473,0.0021036098134334913,0.5,0.0006008985300929424,0.5526315789473685,0.000904732104742675,0.6447368421052632,0.0007546083585254509,0.6381578947368421,0.0007962358756847905,0.6381578947368421,0.000717715357908669,0.6447368421052632,0.0007899611047634268,0.6381578947368421,6.676428931245644e-06,0.5526315789473685,6.676428931245644e-06,0.5526315789473685,6.676428931245644e-06,0.5526315789473685,6.676428931245644e-06,0.5526315789473685,6.869950563000319e-06,0.5197368421052632,154.0,0.9601978322452429,5.572700690459466e-85,0.2558337034800174,0.0014666373499327321,-0.04671829429072519,0.08473493307668473,0.3597752957779146,0.21410389033881705,0.20670952854845084,rough_recent,bf25,PASS
0.03,5,2025-09-18,154.0,0.00044833620822195766,0.5328947368421053,0.0025350130154938896,0.4342105263157895,0.0004595917515850792,0.5328947368421053,0.0017854168808339606,0.4342105263157895,0.00045840841943587865,0.5131578947368421,0.0007133453912852814,0.631578947368421,0.0006188376815098694,0.6513157894736842,0.0005994878927960543,0.6907894736842105,0.0006139190660871636,0.6513157894736842,0.0006017642419585781,0.6907894736842105,6.460085849020344e-06,0.5526315789473685,6.460085849020344e-06,0.5526315789473685,6.460085849020344e-06,0.5526315789473685,6.460085849020344e-06,0.5526315789473685,6.711023417211243e-06,0.5460526315789473,154.0,0.9748949501369744,9.374442274362876e-100,0.30432719010390386,0.0001379340235922705,-0.04491765014319911,0.0776937439067368,0.4203591798234098,0.15490362260210036,0.15961061763374196,rough_cond_carry,bf25,PASS
