H,resample_min,expiry,n_bars,rr25_rmse_carry,rr25_dir_carry,rr25_rmse_rough,rr25_dir_rough,rr25_rmse_ar1,rr25_dir_ar1,bf25_rmse_carry,bf25_dir_carry,bf25_rmse_rough,bf25_dir_rough,bf25_rmse_ar1,bf25_dir_ar1,atm_total_var_rmse_carry,atm_total_var_dir_carry,atm_total_var_rmse_rough,atm_total_var_dir_rough,atm_total_var_rmse_ar1,atm_total_var_dir_ar1,rr25_resid_acf,rr25_resid_pval,bf25_resid_acf,bf25_resid_pval,alpha_mean,alpha_cv,gamma_mean,gamma_cv,verdict
0.03,1,2025-08-14,381.0,0.00034538513487685207,0.5910290237467019,0.0006374731156761497,0.5699208443271768,0.00034634798871385704,0.6147757255936676,0.0007481068113803819,0.5778364116094987,0.0006990889177545584,0.6569920844327177,0.00062198634327819,0.6701846965699209,5.4010970900706985e-06,0.506631299734748,5.4010970900706985e-06,0.506631299734748,5.401534675519522e-06,0.5211640211640212,0.759825597470229,1.7070428423278103e-72,0.38828120587952014,4.366363890036447e-15,-0.04047300473382108,0.017574557374352852,0.2555573161298834,0.20080672397921584,PASS
0.03,1,2025-08-15,762.0,0.0008018948980504509,0.6044973544973545,0.0030415609769334304,0.5369393139841688,0.0008046162670160615,0.6055408970976254,0.0007041376527815932,0.5947368421052631,0.000678680179233677,0.625,0.000612407073235142,0.6368421052631579,6.385035299876263e-06,0.526595744680851,6.385035299876263e-06,0.526595744680851,6.437585321054419e-06,0.5152317880794702,0.9279265189922771,0.0,0.4461091453835434,1.9240972395952573e-38,-0.042297960397116155,0.07716515757738877,0.2668547317183668,0.2008575953881789,MARGINAL
0.03,1,2025-08-18,762.0,0.0003039643511748446,0.6097883597883598,0.005598167150180855,0.5065963060686016,0.00030372082843453907,0.6015831134564644,0.00044443345962964217,0.5593667546174143,0.0007053117858510856,0.5836627140974967,0.00041472240432661534,0.6007905138339921,2.8255346382210557e-06,0.5200534759358288,2.8255346382210557e-06,0.5200534759358288,2.841005462632091e-06,0.5092838196286472,0.9907866950904464,0.0,0.7379398798364242,1.38225806466876e-131,-0.04366907108557102,0.13182283435202014,0.29462581336000593,0.22078795586657052,FAIL
0.03,1,2025-08-19,762.0,0.00030262433852726225,0.6153846153846154,0.0015692603412920851,0.4914134742404227,0.0003041693674620334,0.6150793650793651,0.00047294368971799553,0.5915119363395226,0.000766041163436568,0.607661822985469,0.00043643633348628157,0.6150793650793651,5.286916272180517e-06,0.5297297297297298,5.286916272180517e-06,0.5297297297297298,5.400682837444538e-06,0.5040106951871658,0.9399691968394246,0.0,0.79096055595401,7.072479352287768e-164,-0.04044499685528402,0.05543226933841161,0.3164345311837263,0.27369978645376486,FAIL
0.03,1,2025-08-20,762.0,0.00024101803651326752,0.5963060686015831,0.0023976175475170056,0.5098814229249012,0.0002432910087426323,0.5915678524374176,0.0005573604909120119,0.600263852242744,0.0006265038641050393,0.6073781291172595,0.0004987534652796831,0.5849802371541502,3.209266234492711e-06,0.5190217391304348,3.209266234492711e-06,0.5190217391304348,3.255176287976034e-06,0.5160857908847185,0.9818326677415506,0.0,0.5771744590320136,1.025741986646298e-68,-0.039253413865466366,0.08464999036994131,0.3704829826737083,0.21081478855819355,FAIL
0.03,1,2025-08-21,762.0,0.00030866486105289505,0.5944148936170213,0.0007047369225700388,0.5595238095238095,0.0003091925106876456,0.6005291005291006,0.0005873886686789596,0.5963060686015831,0.0005962840084632308,0.6073781291172595,0.0005179716269144616,0.6205533596837944,2.8563215204924482e-06,0.5247657295850067,2.8563215204924482e-06,0.5247657295850067,2.8726263600393677e-06,0.5093085106382979,0.8320420402332066,3.5084646426731083e-196,0.5165947293427058,4.475343521315772e-53,-0.040576631311156824,0.025115207781020072,0.40201513622237606,0.19310145340751864,MARGINAL
0.03,1,2025-08-22,762.0,0.00024280322865150212,0.5851063829787234,0.00190256252985328,0.5145502645502645,0.0002442054471021137,0.5925925925925926,0.0005221887186853918,0.5789473684210527,0.0007987893823264982,0.5644736842105263,0.0005016757958448476,0.5578947368421052,3.0325451501195547e-06,0.5373333333333333,3.0325451501195547e-06,0.5373333333333333,3.0523205644639945e-06,0.5192563081009296,0.9744888619145425,0.0,0.7617604478983337,4.806668691902654e-145,-0.04263506896733815,0.05111272486973508,0.3188877279881594,0.26672541247690107,FAIL
0.03,1,2025-08-25,762.0,0.0002130620209748715,0.5767195767195767,0.005610556370714204,0.5026385224274407,0.0002147669143393739,0.5936675461741425,0.0005597304794532715,0.5753968253968254,0.0007918786411901288,0.5804749340369393,0.0005164794015706665,0.5804749340369393,3.628700254052418e-06,0.5676037483266398,3.628700254052418e-06,0.5676037483266398,3.657407313891667e-06,0.5126162018592297,0.9945036361293798,0.0,0.6526981352583954,1.8613604919324956e-93,-0.0436905801709669,0.14253641058233904,0.29103294449699485,0.302400263079942,FAIL
0.03,1,2025-08-26,762.0,0.00027033561120186827,0.5947368421052631,0.0013141389305021819,0.5421052631578948,0.0002730407965380861,0.5881578947368421,0.000631671516969846,0.5763157894736842,0.0007547934582383445,0.5986842105263158,0.0005757359614328146,0.5802631578947368,3.483188693902953e-06,0.5318302387267905,3.483188693902953e-06,0.5318302387267905,3.5125101666481327e-06,0.4947089947089947,0.9538444813183384,0.0,0.5643322201236793,3.979358476872522e-65,-0.04156613241428578,0.044136485409406345,0.25089712287593186,0.3023444273925478,FAIL
0.03,1,2025-08-27,762.0,0.0003111109822263705,0.5949868073878628,0.0015936807936314382,0.5085638998682477,0.0003130343207279785,0.5889328063241107,0.0007556364776687333,0.5976253298153035,0.0009248736439558968,0.5612648221343873,0.0006636887242849464,0.6086956521739131,5.538049003298791e-06,0.5079787234042553,5.538049003298791e-06,0.5079787234042553,5.560799457340016e-06,0.5026455026455027,0.964041343033041,0.0,0.6182163564804004,2.5324028781176603e-81,-0.04436858397172716,0.049929159304804946,0.21290589495962203,0.32936494286971313,FAIL
